NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
160;20;392.26;60.49;49.32;47.79;45.98;20;19.846153846153847;3;37;24;3;3;10;12.0;0.0;15.0;30.0;15.0;35.0;35.0;20.416666666666668;2;21;9;12;3;1;2;2;11.25;4;3;0.0;0;3;15.0;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;0.0
161;15;476.14;79.16;56.8;59.44;61.22;8;33.666666666666664;1;19;4;6;1;1;25.0;40.0;30.0;35.0;40.0;40.0;40.0;34.21875;2;21;16;5;6;5;1;1;35.0;1;3;35.0;1;3;27.5;2;3;30.0;2;2;0.0;0;1;45.0;1;3;30.0;1;2;2;35.30769230769231
162;1;479.64;55.8;51.55;57.36;60.2;11;31.0;2;21;6;6;1;5;27.5;32.5;30.0;30.0;30.0;30.0;40.0;31.375;2;22;16;6;6;4;2;1;30.0;1;3;25.0;2;3;30.0;1;3;39.0;1;2;0.0;0;1;25.0;2;3;47.0;1;2;2;36.53333333333333
163;20;414.12;65.16;58.93;55.99;42.2;6;32.0;2;21;6;5;2;5;25.0;25.0;30.0;30.0;50.0;40.0;35.0;34.6875;1;20;16;4;6;5;1;1;40.0;1;3;30.0;1;3;35.0;1;3;22.0;3;2;0.0;0;1;40.0;1;3;38.0;1;2;3;40.666666666666664
164;10;503.06;58.15;61.03;63.27;60.2;10;39.333333333333336;0;15;0;7;0;11;40.0;35.0;40.0;35.0;35.0;35.0;50.0;37.4375;1;18;16;2;6;5;1;1;45.0;1;3;35.0;1;3;35.0;1;3;19.5;2;2;0.0;0;1;45.0;1;3;40.0;1;2;2;39.222222222222214
165;20;466.16;69.99;58.93;67.71;59.81;20;25.76923076923077;2;28;15;4;2;1;15.0;0.0;25.0;30.0;30.0;40.0;35.0;24.166666666666668;2;15;9;6;3;1;2;2;22.5;2;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;35.0;2;3;0.0;0;2;1;16.071428571428573
166;19;462.19;53.2;61.41;65.0;64.23;19;30.666666666666668;2;30;15;6;1;5;20.0;40.0;30.0;30.0;35.0;40.0;35.0;33.125;1;19;16;3;6;5;1;1;30.0;1;3;40.0;1;3;25.0;2;3;35.0;1;2;0.0;0;1;35.0;1;3;35.0;1;2;2;33.0
167;10;445.77;58.01;59.23;50.63;45.2;10;31.666666666666668;3;24;9;6;1;5;22.5;32.5;30.0;30.0;45.0;40.0;35.0;34.375;2;22;16;6;6;4;2;1;30.0;1;3;27.5;2;3;27.5;2;3;40.0;1;2;0.0;0;1;45.0;1;3;40.0;1;2;2;34.0
168;9;470.77;55.71;56.51;70.81;52.09;9;32.666666666666664;1;19;4;6;1;5;25.0;35.0;30.0;40.0;35.0;40.0;40.0;32.84375;1;19;16;3;6;5;1;1;35.0;1;3;30.0;1;3;22.5;2;3;30.0;1;2;0.0;0;1;45.0;1;3;34.0;1;2;2;32.63333333333333
169;10;446.64;58.13;61.41;58.09;65.86;11;25.90909090909091;0;11;0;3;2;1;20.0;0.0;15.0;30.0;0.0;40.0;45.0;22.5;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;0.0
170;1;436.11;79.12;46.7;52.56;79.55;13;31.363636363636363;0;11;0;4;1;1;30.0;0.0;20.0;35.0;0.0;40.0;45.0;26.25;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;0.0
171;20;418.45;69.99;56.51;47.79;59.81;13;37.0;0;15;0;7;0;5;30.0;40.0;35.0;40.0;45.0;40.0;40.0;36.0625;0;16;16;0;6;6;0;1;40.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;41.0;1;2;2;38.93333333333333
172;8;490.41;85.32;64.28;62.33;46.92;8;19.545454545454547;0;11;0;1;4;10;15.0;0.0;15.0;15.0;0.0;15.0;40.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1;0.0
173;1;447.08;65.16;58.93;60.25;47.21;1;30.5;2;20;5;5;2;5;30.0;35.0;22.5;30.0;22.5;45.0;40.0;29.395833333333332;3;26;16;10;6;3;3;1;22.5;2;3;22.5;2;3;30.0;1;3;24.666666666666668;3;2;0.0;0;1;40.0;1;3;38.0;1;2;2;35.333333333333336
174;10;475.14;60.49;56.51;55.99;65.86;10;35.4;1;19;4;6;1;5;22.5;40.0;40.0;45.0;35.0;40.0;43.0;36.09375;1;19;16;3;6;5;1;1;35.0;1;3;35.0;1;3;27.5;2;3;30.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2;37.266666666666666
175;10;473.29;78.22;66.74;53.95;62.69;19;22.597402597402596;2;49;38;3;2;1;17.5;0.0;17.857142857142858;30.0;30.0;35.0;0.0;14.5;2;15;6;9;2;0;2;2;0.0;0;3;0.0;0;3;10.5;2;3;0.0;0;2;0.0;0;1;23.333333333333332;3;3;0.0;0;2;1;11.785714285714286
176;11;474.21;72.55;49.32;62.54;65.86;8;21.11111111111111;0;9;0;1;3;1;15.0;0.0;25.0;25.0;0.0;30.0;0.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1;0.0
177;4;456.64;65.16;54.12;70.81;61.22;4;36.666666666666664;0;15;0;7;0;5;30.0;35.0;40.0;40.0;40.0;40.0;40.0;39.6875;0;16;16;0;6;6;0;1;30.0;1;3;35.0;1;3;45.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;3;41.93333333333333
178;8;454.87;51.11;56.39;55.18;59.92;8;27.692307692307693;2;32;19;4;2;10;20.0;35.0;25.0;35.0;30.0;40.0;0.0;21.5;1;24;12;12;4;1;3;2;16.0;5;3;15.0;1;3;15.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;21.428571428571427
179;9;473.58;74.38;51.86;52.56;60.23;9;35.8;0;15;0;7;0;5;30.0;35.0;35.0;40.0;40.0;40.0;41.0;35.71875;1;19;16;3;6;5;1;1;40.0;1;3;22.5;2;3;30.0;1;3;42.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;38.86666666666667
180;20;460.98;60.49;56.51;51.92;59.81;20;36.0;1;19;4;6;1;5;27.5;40.0;40.0;40.0;35.0;40.0;40.0;35.44117647058823;1;20;17;3;7;7;0;1;30.0;1;3;40.0;1;3;32.5;2;3;39.0;1;2;40.0;1;1;35.0;1;3;36.0;1;2;2;34.166666666666664
181;8;458.74;72.55;61.41;55.99;64.23;7;33.666666666666664;1;19;4;6;1;10;25.0;40.0;35.0;40.0;35.0;40.0;35.0;31.25;2;20;14;6;5;4;1;1;35.0;2;3;22.5;2;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;35.0;1;2;1;27.0
182;20;402.4;39.38;51.55;55.53;43.74;10;33.93333333333333;1;27;12;6;1;5;20.0;40.0;35.0;40.0;45.0;40.0;37.0;31.676470588235293;2;26;17;9;7;5;2;1;22.5;2;3;35.0;1;3;23.333333333333332;3;3;30.0;1;2;45.0;1;1;35.0;1;3;43.0;1;2;2;31.833333333333332
183;16;473.95;67.77;63.43;59.24;47.66;8;39.333333333333336;0;15;0;7;0;5;40.0;35.0;40.0;40.0;40.0;40.0;40.0;42.8125;0;16;16;0;6;6;0;1;40.0;1;3;40.0;1;3;50.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;40.0;1;2;2;39.53333333333333
184;20;448.69;62.82;66.74;67.71;40.88;20;25.555555555555557;0;9;0;3;1;10;15.0;0.0;30.0;40.0;0.0;40.0;0.0;21.0;0;4;4;0;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;1;1;30.0;1;3;0.0;0;2;1;0.0
185;20;464.82;65.16;72.97;55.99;43.48;2;35.13333333333333;1;19;4;6;1;5;22.5;40.0;35.0;40.0;45.0;40.0;41.0;36.05882352941177;1;20;17;3;7;7;0;1;35.0;1;3;30.0;1;3;30.0;2;3;35.0;1;2;50.0;1;1;40.0;1;3;44.0;1;2;2;37.86666666666667
186;8;493.7;60.49;66.74;60.25;79.55;8;36.666666666666664;0;15;0;7;0;5;30.0;30.0;35.0;45.0;45.0;40.0;45.0;36.6875;0;16;16;0;6;6;0;1;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;41.0;1;2;3;40.333333333333336
187;17;438.83;75.27;54.12;65.0;57.13;8;37.2;1;19;4;7;0;5;32.5;30.0;40.0;40.0;40.0;40.0;44.0;36.5625;0;16;16;0;6;6;0;1;35.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;35.666666666666664
188;8;470.32;69.99;66.74;60.25;58.45;8;32.55555555555556;1;23;8;6;1;5;23.333333333333332;35.0;35.0;40.0;35.0;40.0;35.0;31.28125;2;31;16;15;6;4;2;1;22.5;4;3;29.666666666666668;3;3;35.0;1;3;31.0;1;2;0.0;0;1;35.0;1;3;36.0;1;2;2;36.0
189;2;422.15;58.13;64.0;51.92;62.69;10;32.53333333333333;1;19;4;6;1;5;22.5;35.0;35.0;40.0;30.0;45.0;39.0;28.4375;3;25;16;9;6;3;3;1;22.5;2;3;22.5;2;3;25.0;2;3;33.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;35.2
190;8;493.67;74.44;51.8;57.44;58.26;8;37.46666666666667;0;15;0;7;0;5;30.0;40.0;40.0;40.0;40.0;40.0;41.0;35.625;0;16;16;0;6;6;0;1;40.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;3;41.93333333333333
191;7;455.29;55.73;56.39;60.55;48.92;8;17.77777777777778;0;9;0;1;3;10;15.0;0.0;15.0;25.0;0.0;30.0;0.0;12.0;0;4;4;0;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;1;1;15.0;1;3;0.0;0;2;1;0.0
192;13;482.66;63.9;46.55;57.44;59.25;8;35.57777777777778;1;23;8;6;1;5;26.666666666666668;40.0;35.0;40.0;40.0;40.0;41.0;33.1875;0;16;16;0;6;6;0;1;35.0;1;3;30.0;1;3;30.0;1;3;31.0;1;2;0.0;0;1;30.0;1;3;47.0;1;2;2;37.6
193;16;456.61;74.44;56.8;47.7;35.47;16;32.51111111111111;1;23;8;6;1;5;26.666666666666668;40.0;30.0;35.0;35.0;40.0;33.0;35.5;0;16;16;0;6;6;0;1;40.0;1;3;35.0;1;3;30.0;1;3;34.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2;35.4
194;15;461.59;65.16;49.32;55.99;62.69;15;31.644444444444446;1;23;8;6;1;5;21.666666666666668;30.0;35.0;40.0;35.0;35.0;39.0;30.03125;2;25;16;9;6;4;2;1;22.5;2;3;35.0;1;3;23.333333333333332;3;3;39.0;1;2;0.0;0;1;30.0;1;3;35.0;1;2;2;30.5
195;14;457.83;78.22;58.93;55.99;67.6;10;42.77777777777778;0;9;0;4;0;1;50.0;0.0;35.0;40.0;0.0;40.0;0.0;26.25;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;0.0
196;0;435.57;64.15;60.52;53.91;50.13;2;22.795454545454547;2;36;25;3;2;10;18.0;0.0;11.25;35.0;35.0;40.0;0.0;18.458333333333332;3;36;12;24;4;1;3;1;13.0;6;3;2.5;2;3;23.333333333333332;3;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;16.25
197;18;466.38;79.16;56.8;59.44;60.23;4;33.63636363636363;1;15;4;5;0;1;30.0;0.0;35.0;35.0;35.0;40.0;0.0;25.0;2;21;12;9;4;2;2;2;15.0;3;3;15.0;2;3;35.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;12.857142857142858
198;11;422.69;42.69;49.04;50.05;0.0;11;20.576923076923077;4;30;17;1;5;1;15.0;0.0;22.5;35.0;15.0;25.0;25.0;16.875;2;13;7;6;3;0;3;2;0.0;0;3;0.0;0;3;15.0;2;3;0.0;0;2;15.0;1;1;25.0;2;3;0.0;0;2;1;11.25
199;10;414.34;65.16;61.41;49.87;47.21;11;34.55555555555555;1;23;8;6;1;5;23.333333333333332;40.0;35.0;40.0;30.0;40.0;50.0;32.75;0;16;16;0;6;6;0;1;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;35.333333333333336
200;20;393.07;40.15;54.01;53.42;0.0;3;25.384615384615383;4;30;17;2;4;1;15.0;0.0;22.5;25.0;35.0;27.5;40.0;26.785714285714285;1;10;7;3;3;1;2;2;25.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;1;1;32.5;2;3;0.0;0;2;1;11.25
201;20;465.02;58.13;58.93;49.87;40.88;20;31.11111111111111;1;23;8;6;1;10;21.666666666666668;30.0;30.0;40.0;40.0;40.0;35.0;32.015625;2;31;16;15;6;4;2;1;23.75;4;3;21.333333333333332;3;3;35.0;1;3;34.0;1;2;0.0;0;1;40.0;1;3;42.0;1;2;2;37.93333333333333
202;10;426.55;62.82;61.41;51.92;55.84;12;30.512820512820515;1;21;8;5;1;10;21.666666666666668;30.0;35.0;45.0;30.0;40.0;0.0;29.423076923076923;2;22;13;9;5;3;2;2;30.0;1;3;22.5;2;3;25.0;3;3;0.0;0;2;45.0;1;1;35.0;1;3;0.0;0;2;1;21.366666666666667
203;9;457.67;65.16;61.41;60.25;48.43;9;15.0;0;11;0;0;5;10;15.0;0.0;15.0;15.0;0.0;15.0;15.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1;0.0
204;16;480.05;60.24;58.7;58.72;54.19;10;34.333333333333336;1;19;4;6;1;5;27.5;35.0;35.0;35.0;35.0;35.0;45.0;38.88235294117647;1;20;17;3;7;7;0;1;30.0;1;3;45.0;1;3;35.0;1;3;40.0;1;2;45.0;1;1;40.0;2;3;43.0;1;2;3;41.333333333333336
205;20;422.21;72.55;56.51;53.95;57.13;20;31.8;1;23;8;6;1;10;25.0;30.0;30.0;35.0;35.0;40.0;41.0;26.875;3;27;12;15;4;2;2;1;23.333333333333332;3;3;21.666666666666668;3;3;30.0;1;3;0.0;0;2;0.0;0;1;32.5;2;3;0.0;0;2;1;25.32
206;0;445.39;67.54;64.0;65.0;49.65;11;20.37121212121212;3;34;23;1;4;10;18.0;0.0;21.25;23.333333333333332;15.0;35.0;0.0;21.785714285714285;2;15;6;9;2;0;2;2;0.0;0;3;0.0;0;3;27.5;2;3;0.0;0;2;0.0;0;1;23.333333333333332;3;3;0.0;0;2;1;12.428571428571429
207;5;448.84;67.05;56.8;47.7;55.3;5;33.5;2;26;11;6;1;5;25.0;35.0;32.5;35.0;40.0;40.0;40.0;32.6875;2;21;16;5;6;4;2;1;30.0;1;3;30.0;1;3;25.0;2;3;28.5;2;2;0.0;0;1;45.0;1;3;38.0;1;2;2;37.333333333333336
208;20;460.25;65.16;49.32;58.09;55.84;20;33.1;2;26;11;5;2;5;25.0;35.0;27.5;30.0;45.0;40.0;42.0;30.25;2;22;16;6;6;4;2;1;22.5;2;3;30.0;1;3;22.5;2;3;32.0;1;2;0.0;0;1;35.0;1;3;45.0;1;2;2;35.6
209;17;453.09;60.48;51.55;57.36;45.71;16;22.77777777777778;3;31;16;3;4;10;16.666666666666668;15.0;23.333333333333332;30.0;17.5;40.0;35.0;20.0;1;12;9;3;3;1;2;2;15.0;2;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;22.5
210;20;445.05;65.16;51.73;60.25;58.45;20;29.11111111111111;1;23;8;5;2;10;21.666666666666668;25.0;30.0;30.0;30.0;40.0;40.0;27.291666666666668;4;30;12;18;4;1;3;1;27.5;2;3;25.0;2;3;26.666666666666668;3;3;0.0;0;2;0.0;0;1;30.0;3;3;0.0;0;2;2;30.714285714285715
211;1;439.21;60.82;56.78;54.46;52.09;1;33.666666666666664;2;22;7;6;1;5;25.0;30.0;30.0;40.0;40.0;45.0;45.0;36.375;1;19;16;3;6;6;0;1;35.0;1;3;40.0;1;3;30.0;2;3;30.0;1;2;0.0;0;1;45.0;1;3;36.0;1;2;2;37.666666666666664
212;8;455.76;60.82;49.33;62.33;47.79;8;31.266666666666666;1;19;4;6;1;5;22.5;40.0;30.0;35.0;30.0;40.0;37.0;32.28125;3;28;16;12;6;3;3;1;25.0;2;3;22.5;2;3;25.0;3;3;39.0;1;2;0.0;0;1;45.0;1;3;43.0;1;2;2;38.666666666666664
213;17;459.02;58.01;54.33;60.27;44.34;11;31.0;1;19;4;6;1;5;22.5;30.0;30.0;35.0;35.0;40.0;40.0;31.0625;1;22;16;6;6;5;1;1;30.0;1;3;30.0;1;3;23.333333333333332;3;3;34.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;34.06666666666667
214;11;466.72;60.49;56.51;60.25;49.65;11;15.0;0;10;0;0;4;10;15.0;0.0;15.0;0.0;0.0;15.0;15.0;11.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;1;0.0
215;20;447.28;53.42;58.68;51.89;41.7;9;21.53846153846154;2;20;7;3;3;10;15.0;0.0;15.0;35.0;15.0;40.0;35.0;22.5;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;11.25
