NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIAS;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS
120;34.733333333333334;43.0;37.05882352941177;35.0;30.0;30.0;45.0;37.86666666666667;6;35.0;0.0;45.0;40.0;40.0;35.0;35.0;35.0;44;30.833333333333332;0;11;11;0;5;5;0;1;35.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
121;31.244444444444447;36.0;27.65625;25.0;25.0;30.0;30.0;29.1;4;24.0;0.0;35.0;27.666666666666668;30.0;40.0;23.666666666666668;32.0;50;28.857142857142858;1;19;13;6;6;5;1;2;31.0;1;1;12.333333333333334;3;3;43.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
123;32.93333333333333;42.0;32.65625;30.0;25.0;35.0;35.0;38.2;6;35.0;0.0;40.0;30.0;30.0;30.0;30.0;35.0;49;32.5;0;13;13;0;6;6;0;1;35.0;1;1;35.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;40.0;1;2;0.0;0;2;0.0;0;2;2
126;34.46666666666667;41.0;35.0625;35.0;30.0;26.5;44.0;40.13333333333333;6;35.0;0.0;35.0;35.0;40.0;30.0;30.0;35.0;40;32.285714285714285;0;13;13;0;6;6;0;1;35.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;41.0;1;2;0.0;0;2;0.0;0;2;2
127;35.06666666666667;38.0;38.529411764705884;35.0;35.0;30.0;45.0;40.46666666666667;6;40.0;0.0;40.0;35.0;40.0;35.0;30.0;30.0;41;30.833333333333332;0;11;11;0;5;5;0;1;30.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
129;24.1;10.0;26.833333333333332;20.0;27.0;0.0;0.0;26.178571428571427;3;22.5;0.0;22.5;37.0;21.0;31.0;11.333333333333334;38.0;0;26.430555555555554;3;24;11;13;5;2;3;1;38.0;1;1;28.5;2;3;20.333333333333332;3;2;27.0;3;3;36.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
130;29.77777777777778;45.0;27.61764705882353;21.666666666666668;27.5;31.0;30.0;32.266666666666666;5;30.0;0.0;30.0;38.0;33.0;37.0;30.0;32.0;0;29.1;4;26;15;11;7;3;4;1;25.5;2;1;34.0;1;3;18.0;2;2;25.0;3;3;35.0;2;2;0.0;0;2;19.0;1;2;45.0;1;2;1
131;35.46666666666667;41.0;33.125;30.0;30.0;29.0;41.0;41.13333333333333;6;40.0;0.0;40.0;35.0;45.0;35.0;35.0;35.0;44;35.714285714285715;1;15;13;2;6;6;0;1;35.0;1;1;35.0;1;3;40.0;1;2;35.0;1;3;40.0;1;2;47.5;2;2;0.0;0;2;0.0;0;2;2
132;35.0;40.0;34.088235294117645;30.0;22.5;30.0;41.0;38.13333333333333;6;30.0;0.0;30.0;30.0;35.0;35.0;35.0;40.0;40;31.714285714285715;1;15;13;2;6;6;0;1;30.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;44.5;2;2;0.0;0;2;0.0;0;2;2
133;34.733333333333334;38.0;39.0;40.0;35.0;40.0;47.0;41.0;6;45.0;0.0;35.0;40.0;40.0;35.0;40.0;30.0;44;32.5;1;19;13;6;6;6;0;1;30.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;30.0;1;2;42.5;4;2;0.0;0;2;0.0;0;2;2
134;30.2;34.0;29.96875;30.0;22.5;35.0;36.0;34.833333333333336;5;30.0;0.0;40.0;30.0;22.5;30.0;29.5;27.5;37;30.6;2;22;15;7;7;5;2;1;25.0;2;1;23.333333333333332;3;3;33.0;1;2;36.0;1;3;35.0;1;2;0.0;0;2;30.0;1;2;30.0;1;2;2
135;32.788888888888884;38.0;34.0;30.0;27.5;28.5;43.0;29.9;3;27.5;0.0;40.0;30.0;25.0;27.5;30.0;25.0;40;28.535714285714285;3;22;13;9;6;4;2;1;22.5;2;1;23.333333333333332;3;3;36.0;1;2;31.0;1;3;30.0;1;2;41.0;2;2;0.0;0;2;0.0;0;2;2
136;29.933333333333334;37.0;31.264705882352942;30.0;21.666666666666668;37.0;35.0;35.733333333333334;6;30.0;0.0;35.0;36.0;30.0;40.0;31.0;22.5;31;34.6;1;21;15;6;7;6;1;1;35.0;1;1;21.666666666666668;3;3;35.0;1;2;41.0;1;3;38.0;1;2;0.0;0;2;40.0;1;2;35.0;1;2;2
138;28.181818181818183;0.0;25.416666666666668;30.0;14.666666666666666;0.0;0.0;30.857142857142858;2;0.0;0.0;30.0;0.0;21.666666666666668;4.5;2.0;3.0;0;23.96875;3;24;10;14;4;1;3;1;20.25;4;1;20.5;4;3;0.0;0;2;0.0;0;3;0.0;1;2;0.0;0;2;25.0;1;2;30.0;2;2;1
139;32.69230769230769;0.0;27.083333333333332;25.0;25.0;0.0;0.0;27.75;3;21.0;0.0;30.0;0.0;32.5;0.0;0.0;30.0;0;28.541666666666668;2;18;11;7;5;4;1;2;32.5;2;1;21.666666666666668;3;3;40.0;1;2;35.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
140;33.666666666666664;40.0;34.25;25.0;40.0;34.5;37.0;34.9;5;27.5;0.0;35.0;35.0;32.5;27.5;25.0;30.0;42;28.541666666666668;1;14;11;3;5;4;1;2;35.0;1;1;22.5;2;3;40.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
141;32.06666666666667;38.0;37.35294117647059;40.0;40.0;30.0;50.0;33.666666666666664;5;25.0;0.0;30.0;35.0;25.0;35.0;30.0;35.0;40;28.958333333333332;2;15;11;4;5;3;2;2;22.5;2;1;25.0;2;3;35.0;1;2;40.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
142;36.8;41.0;38.625;35.0;40.0;33.0;36.0;40.333333333333336;6;45.0;0.0;35.0;30.0;40.0;35.0;35.0;35.0;50;32.57142857142857;0;13;13;0;6;6;0;1;30.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;38.0;1;2;0.0;0;2;2
143;35.733333333333334;38.0;35.9375;40.0;30.0;35.0;35.0;37.6;6;35.0;0.0;40.0;35.0;40.0;35.0;40.0;32.5;45;36.214285714285715;0;13;13;0;6;6;0;1;30.0;1;1;30.0;1;3;40.0;1;2;45.0;1;3;40.0;1;2;0.0;0;2;46.0;1;2;0.0;0;2;2
145;31.77777777777778;40.0;31.964285714285715;30.0;22.5;0.0;40.0;32.083333333333336;4;32.0;0.0;35.0;4.0;25.0;5.0;8.0;40.0;0;27.142857142857142;2;21;13;8;6;4;2;2;30.0;1;1;21.666666666666668;3;3;27.5;2;2;30.0;1;3;30.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;2
147;27.43846153846154;35.0;32.21875;19.25;0.0;0.0;40.0;22.857142857142858;1;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0;15.0;0;1;1;0;1;1;0;2;30.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
149;31.833333333333332;40.0;15.65625;10.0;5.5;0.0;0.0;18.88888888888889;1;0.0;0.0;30.0;0.0;0.0;0.0;0.0;22.75;0;11.25;1;2;1;1;1;0;1;2;22.5;2;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
150;29.666666666666668;35.0;28.541666666666668;30.0;27.5;0.0;0.0;18.0;1;15.0;0.0;35.0;0.0;0.0;0.0;0.0;15.0;0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
154;30.6;37.0;29.625;25.0;25.0;29.5;35.0;33.86666666666667;6;30.0;0.0;35.0;29.0;30.0;30.0;35.0;30.0;33;31.642857142857142;1;19;13;6;6;5;1;1;30.0;1;1;26.666666666666668;3;3;38.0;1;2;35.0;1;3;30.0;1;2;46.0;1;2;0.0;0;2;0.0;0;2;1
155;31.944444444444446;45.0;31.84375;35.0;30.0;31.0;40.0;35.2;6;30.0;0.0;35.0;30.0;30.0;30.0;30.0;35.0;40;34.3235294117647;1;20;17;3;8;7;1;1;30.0;1;1;22.5;2;3;40.0;1;2;30.0;1;3;35.0;1;2;41.0;1;2;41.0;1;2;41.0;1;2;1
156;28.366666666666667;40.0;28.166666666666668;17.666666666666668;30.0;0.0;0.0;15.4;0;13.666666666666666;0.0;32.5;0.0;0.0;10.0;14.0;0.0;0;16.875;1;6;3;3;1;0;1;2;0.0;0;1;22.5;2;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
158;32.0;45.0;36.6875;35.0;30.0;37.0;39.0;36.4;5;30.0;0.0;27.5;22.5;35.0;35.0;30.0;30.0;49;32.035714285714285;4;21;13;8;6;3;3;2;27.5;2;1;40.0;1;3;32.0;1;2;29.0;2;3;25.0;2;2;50.0;2;2;0.0;0;2;0.0;0;2;2
161;33.666666666666664;40.0;34.21875;35.0;35.0;30.0;30.0;35.30769230769231;5;30.0;0.0;50.0;22.5;40.0;35.0;30.0;35.0;50;34.642857142857146;0;13;13;0;6;6;0;1;30.0;1;1;35.0;1;3;35.0;1;2;40.0;1;3;35.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
162;31.0;40.0;31.375;30.0;25.0;39.0;47.0;36.53333333333333;5;40.0;0.0;35.0;30.0;40.0;35.0;28.5;35.0;41;30.357142857142858;1;16;13;3;6;5;1;1;31.0;1;1;25.0;2;3;35.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;37.0;1;2;0.0;0;2;2
163;32.0;35.0;34.6875;40.0;30.0;22.0;38.0;40.666666666666664;6;35.0;0.0;35.0;25.0;35.0;24.5;38.0;22.5;43;30.1;3;20;15;5;7;4;3;1;22.5;2;1;30.0;1;3;22.5;2;2;30.0;1;3;27.0;2;2;0.0;0;2;40.0;1;2;35.0;1;2;1
164;39.333333333333336;50.0;37.4375;45.0;35.0;19.5;40.0;39.222222222222214;5;35.0;0.0;40.0;40.0;30.0;21.333333333333332;30.0;45.0;35;27.62857142857143;2;24;13;11;6;5;1;2;30.0;1;1;30.0;2;3;17.4;5;2;30.0;1;3;40.0;1;2;0.0;0;2;31.0;1;2;0.0;0;2;1
166;30.666666666666668;35.0;33.125;30.0;40.0;35.0;35.0;33.0;4;25.0;0.0;40.0;28.5;30.0;29.5;36.0;25.0;33;30.892857142857142;1;16;13;3;6;5;1;1;35.0;1;1;22.5;2;3;32.0;1;2;38.0;1;3;33.0;1;2;43.0;1;2;0.0;0;2;0.0;0;2;2
167;31.666666666666668;35.0;34.375;30.0;27.5;40.0;40.0;34.0;6;30.0;0.0;40.0;30.0;35.0;37.0;33.0;25.0;30;31.84375;2;20;15;5;7;6;1;1;35.0;1;1;27.5;2;3;30.0;1;2;38.0;1;3;30.0;1;2;39.0;2;2;40.0;1;2;0.0;0;2;2
168;32.666666666666664;40.0;32.84375;35.0;30.0;30.0;34.0;32.63333333333333;5;22.5;0.0;35.0;30.0;26.666666666666668;30.0;29.0;25.0;30;29.714285714285715;2;21;13;8;6;4;2;2;35.0;1;1;21.666666666666668;3;3;27.5;2;2;35.0;1;3;34.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;2
171;37.0;40.0;36.0625;40.0;30.0;30.0;41.0;38.93333333333333;6;30.0;0.0;40.0;35.0;45.0;40.0;30.0;45.0;42;36.705882352941174;0;17;17;0;8;8;0;1;35.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;30.0;1;2;42.0;1;2;50.0;1;2;45.0;1;2;2
173;30.5;40.0;29.395833333333332;22.5;22.5;24.666666666666668;38.0;35.333333333333336;6;35.0;0.0;35.0;25.0;30.0;26.0;30.0;22.5;49;30.0;0;11;11;0;5;5;0;1;40.0;1;1;30.0;1;3;35.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
174;35.4;43.0;36.09375;35.0;35.0;30.0;45.0;37.266666666666666;6;40.0;0.0;40.0;30.0;45.0;35.0;35.0;30.0;44;37.9375;0;15;15;0;7;7;0;1;30.0;1;1;35.0;1;3;45.0;1;2;40.0;1;3;45.0;1;2;44.0;1;2;42.0;1;2;0.0;0;2;2
177;36.666666666666664;40.0;39.6875;30.0;35.0;40.0;45.0;41.93333333333333;6;40.0;0.0;40.0;40.0;45.0;40.0;40.0;45.0;50;39.857142857142854;1;15;13;2;6;6;0;1;40.0;1;1;40.0;1;3;40.0;1;2;45.0;1;3;45.0;1;2;46.5;2;2;0.0;0;2;0.0;0;2;2
179;35.8;41.0;35.71875;40.0;22.5;42.0;45.0;38.86666666666667;6;35.0;0.0;45.0;22.5;35.0;30.0;30.0;30.0;40;33.214285714285715;1;15;13;2;6;5;1;1;35.0;1;1;40.0;1;3;25.0;2;2;30.0;1;3;35.0;1;2;0.0;0;2;50.0;1;2;0.0;0;2;2
180;36.0;40.0;35.44117647058823;30.0;40.0;39.0;36.0;34.166666666666664;6;30.0;0.0;35.0;30.0;30.0;35.0;27.5;30.0;30;32.785714285714285;1;15;13;2;6;6;0;1;35.0;1;1;30.0;1;3;34.5;2;2;35.0;1;3;35.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;1
181;33.666666666666664;35.0;31.25;35.0;22.5;0.0;35.0;27.0;1;27.5;0.0;40.0;19.0;32.5;21.0;9.5;30.0;0;26.833333333333332;1;20;11;9;5;4;1;2;30.0;1;1;22.0;4;3;35.0;1;2;32.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
182;33.93333333333333;37.0;31.676470588235293;22.5;35.0;30.0;43.0;31.833333333333332;5;30.0;0.0;40.0;30.0;35.0;35.0;34.0;40.0;50;30.571428571428573;2;18;13;5;6;4;2;1;35.0;1;1;25.0;2;3;26.5;2;2;35.0;1;3;35.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
183;39.333333333333336;40.0;42.8125;40.0;40.0;40.0;40.0;39.53333333333333;6;35.0;0.0;45.0;45.0;35.0;40.0;45.0;45.0;45;38.57142857142857;1;15;13;2;6;6;0;1;40.0;1;1;40.0;1;3;40.0;1;2;45.0;1;3;40.0;1;2;42.5;2;2;0.0;0;2;0.0;0;2;2
185;35.13333333333333;41.0;36.05882352941177;35.0;30.0;35.0;44.0;37.86666666666667;6;35.0;0.0;40.0;35.0;40.0;35.0;35.0;30.0;42;31.666666666666668;0;11;11;0;5;5;0;1;30.0;1;1;35.0;1;3;30.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
186;36.666666666666664;45.0;36.6875;35.0;35.0;35.0;41.0;40.333333333333336;6;35.0;0.0;45.0;30.0;45.0;40.0;45.0;30.0;42;38.07142857142857;0;13;13;0;6;6;0;1;45.0;1;1;40.0;1;3;40.0;1;2;40.0;1;3;40.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;2
187;37.2;44.0;36.5625;35.0;35.0;30.0;45.0;35.666666666666664;6;35.0;0.0;35.0;35.0;35.0;40.0;30.0;35.0;39;33.9375;1;17;15;2;7;7;0;1;30.0;1;1;35.0;1;3;30.0;1;2;35.0;1;3;30.0;1;2;44.5;2;2;47.0;1;2;0.0;0;2;2
188;32.55555555555556;35.0;31.28125;22.5;29.666666666666668;31.0;36.0;36.0;5;28.333333333333332;0.0;40.0;30.0;35.0;45.0;22.5;42.0;30;28.833333333333332;1;12;11;1;5;5;0;2;30.0;2;1;32.0;1;3;30.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
189;32.53333333333333;39.0;28.4375;22.5;22.5;33.0;37.0;35.2;6;30.0;0.0;35.0;30.0;25.0;24.0;32.0;30.0;38;29.428571428571427;3;20;13;7;6;4;2;1;30.0;1;1;25.0;2;3;22.5;2;2;30.0;1;3;36.0;1;2;50.0;2;2;0.0;0;2;0.0;0;2;1
190;37.46666666666667;41.0;35.625;40.0;30.0;30.0;45.0;41.93333333333333;6;35.0;0.0;45.0;30.0;35.0;35.0;35.0;27.5;42;32.083333333333336;0;11;11;0;5;5;0;1;40.0;1;1;30.0;1;3;45.0;1;2;35.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
192;35.57777777777778;41.0;33.1875;35.0;30.0;31.0;47.0;37.6;6;30.0;0.0;35.0;27.5;35.0;39.0;30.0;30.0;42;30.833333333333332;1;14;11;3;5;5;0;1;30.0;1;1;30.0;2;3;45.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
193;32.51111111111111;33.0;35.5;40.0;35.0;34.0;40.0;35.4;6;35.0;0.0;30.0;40.0;40.0;30.0;35.0;30.0;45;31.571428571428573;0;13;13;0;6;6;0;1;30.0;1;1;30.0;1;3;37.0;1;2;36.0;1;3;35.0;1;2;0.0;0;2;35.0;1;2;0.0;0;2;2
194;31.644444444444446;39.0;30.03125;22.5;35.0;39.0;35.0;30.5;4;27.5;0.0;35.0;30.0;25.0;29.0;30.0;25.0;40;26.928571428571427;2;18;13;5;6;4;2;2;30.0;1;1;25.0;2;3;19.5;2;2;31.0;1;3;30.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;1
199;34.55555555555555;50.0;32.75;30.0;35.0;30.0;37.0;35.333333333333336;6;30.0;0.0;35.0;30.0;25.0;28.0;35.0;25.0;30;31.071428571428573;0;13;13;0;6;6;0;1;30.0;1;1;30.0;1;3;35.0;1;2;31.0;1;3;35.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;2
201;31.11111111111111;35.0;32.015625;23.75;21.333333333333332;34.0;42.0;37.93333333333333;5;36.0;0.0;35.0;20.666666666666668;35.0;27.666666666666668;32.0;30.0;0;27.25;0;11;11;0;5;4;1;2;30.0;1;1;33.0;1;3;11.0;1;2;32.0;1;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
202;30.512820512820515;0.0;29.423076923076923;30.0;22.5;0.0;0.0;21.366666666666667;2;10.5;9.0;27.5;0.0;20.0;0.0;0.0;22.0;0;27.857142857142858;0;6;6;0;3;3;0;2;30.0;1;1;35.0;1;3;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
204;34.333333333333336;45.0;38.88235294117647;30.0;45.0;40.0;43.0;41.333333333333336;6;40.0;0.0;40.0;40.0;35.0;35.0;40.0;40.0;40;37.142857142857146;1;15;13;2;6;6;0;1;30.0;1;1;40.0;1;3;30.0;1;2;45.0;1;3;45.0;1;2;42.5;2;2;0.0;0;2;0.0;0;2;2
205;31.8;41.0;26.875;23.333333333333332;21.666666666666668;0.0;0.0;25.32;2;24.4;0.0;22.5;0.0;24.25;32.0;6.0;30.0;0;28.685714285714287;2;26;13;13;6;5;1;2;30.0;2;1;23.2;5;3;31.0;1;2;30.0;1;3;36.0;1;2;0.0;0;2;39.0;1;2;0.0;0;2;1
207;33.5;40.0;32.6875;30.0;30.0;28.5;38.0;37.333333333333336;6;30.0;0.0;40.0;35.0;30.0;23.5;35.0;30.0;45;28.464285714285715;2;22;13;9;6;5;1;2;35.0;1;1;23.333333333333332;3;3;30.0;1;2;34.5;2;3;30.0;1;2;0.0;0;2;35.0;1;2;0.0;0;2;1
208;33.1;42.0;30.25;22.5;30.0;32.0;45.0;35.6;6;30.0;0.0;30.0;35.0;40.0;30.0;36.0;33.0;50;30.214285714285715;1;19;13;6;6;5;1;1;30.0;1;1;25.0;3;3;30.0;1;2;36.0;1;3;35.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;2
210;29.11111111111111;40.0;27.291666666666668;27.5;25.0;0.0;0.0;30.714285714285715;1;0.0;0.0;35.0;0.0;15.0;0.0;0.0;20.0;0;15.0;0;3;3;0;1;0;1;2;0.0;0;1;20.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
211;33.666666666666664;45.0;36.375;35.0;40.0;30.0;36.0;37.666666666666664;6;40.0;0.0;40.0;35.0;40.0;30.0;30.0;27.5;40;33.5;1;15;13;2;6;6;0;1;30.0;1;1;35.0;1;3;30.5;2;2;35.0;1;3;40.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;1
212;31.266666666666666;37.0;32.28125;25.0;22.5;39.0;43.0;38.666666666666664;6;40.0;0.0;35.0;30.0;30.0;30.0;34.0;40.0;30;33.03333333333333;3;21;15;6;7;6;1;1;30.0;2;1;27.5;2;3;30.0;2;2;35.0;1;3;34.0;1;2;0.0;0;2;39.0;1;2;36.0;1;2;2
213;31.0;40.0;31.0625;30.0;30.0;34.0;37.0;34.06666666666667;6;30.0;0.0;30.0;30.0;35.0;29.5;33.0;40.0;38;34.38235294117647;1;20;17;3;8;7;1;1;30.0;1;1;27.5;2;3;30.0;1;2;30.0;1;3;35.0;1;2;45.0;1;2;45.0;1;2;36.0;1;2;2
217;36.44444444444445;45.0;37.625;35.0;40.0;32.0;44.0;41.0;6;35.0;0.0;35.0;30.0;30.0;35.0;30.0;40.0;43;35.357142857142854;0;13;13;0;6;6;0;1;40.0;1;1;35.0;1;3;30.0;1;2;40.0;1;3;40.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
218;28.974358974358974;0.0;28.333333333333332;35.0;23.333333333333332;0.0;0.0;25.916666666666668;1;21.5;0.0;45.0;0.0;36.0;0.0;0.0;12.0;0;19.571428571428573;0;6;6;0;3;2;1;2;30.0;1;1;9.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;2;0.0;0;2;1
219;37.0;40.0;33.375;30.0;30.0;32.0;40.0;36.93333333333333;6;35.0;0.0;40.0;35.0;30.0;40.0;40.0;45.0;49;34.4375;0;15;15;0;7;7;0;1;35.0;1;1;30.0;1;3;35.0;1;2;40.0;1;3;40.0;1;2;48.0;1;2;30.0;1;2;0.0;0;2;2
222;41.666666666666664;40.0;42.875;45.0;40.0;45.0;43.0;39.266666666666666;6;30.0;0.0;45.0;35.0;35.0;35.0;40.0;45.0;45;42.5625;1;17;15;2;7;7;0;1;40.0;1;1;50.0;1;3;40.0;1;2;45.0;1;3;40.0;1;2;48.0;2;2;50.0;1;2;0.0;0;2;2
223;38.333333333333336;40.0;32.71875;30.0;22.5;35.0;43.0;36.06666666666667;6;30.0;0.0;40.0;30.0;35.0;35.0;40.0;35.0;45;37.5;0;13;13;0;6;6;0;1;35.0;1;1;35.0;1;3;40.0;1;2;45.0;1;3;40.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
224;31.466666666666665;30.5;27.8125;21.666666666666668;20.0;31.0;44.0;31.5;4;27.0;0.0;40.0;22.333333333333332;37.0;40.0;18.0;44.0;0;22.125;4;25;11;14;5;1;4;1;27.5;2;1;20.0;2;3;30.0;1;2;20.0;3;3;29.0;3;2;0.0;0;2;0.0;0;2;0.0;0;2;1
228;37.30769230769231;40.0;33.75;30.0;30.0;0.0;0.0;33.0;3;35.0;0.0;35.0;0.0;30.0;0.0;0.0;35.0;0;23.0;0;4;4;0;2;1;1;2;40.0;1;1;25.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
229;35.333333333333336;40.0;31.40625;25.0;22.5;30.0;45.0;30.733333333333334;5;26.0;0.0;34.0;28.0;24.666666666666668;35.0;30.0;31.0;38;31.666666666666668;1;21;15;6;7;6;1;1;31.0;1;1;23.333333333333332;3;3;33.0;1;2;32.0;1;3;31.0;1;2;0.0;0;2;40.0;1;2;35.0;1;2;2
230;32.8;36.0;33.78125;35.0;30.0;39.0;40.0;35.36666666666667;5;30.0;0.0;35.0;34.0;30.0;30.5;30.0;34.0;49;28.333333333333332;2;18;11;7;5;3;2;2;28.0;2;1;23.333333333333332;3;3;43.0;1;2;32.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
232;33.0;30.0;33.214285714285715;30.0;30.0;0.0;30.0;27.958333333333332;2;25.0;0.0;40.0;35.0;40.0;30.0;3.6666666666666665;35.0;0;21.54861111111111;5;34;11;23;5;0;5;1;21.25;4;1;28.333333333333332;3;3;17.333333333333332;3;2;24.333333333333332;3;3;22.333333333333332;3;2;0.0;0;2;0.0;0;2;0.0;0;2;1
233;38.333333333333336;40.0;41.875;50.0;45.0;40.0;40.0;38.4;6;35.0;0.0;40.0;35.0;40.0;30.0;30.0;35.0;40;33.785714285714285;1;15;13;2;6;6;0;1;35.0;1;1;30.0;1;3;45.0;1;2;35.0;1;3;30.0;1;2;46.5;2;2;0.0;0;2;0.0;0;2;2
234;40.0;40.0;35.625;30.0;40.0;30.0;30.0;39.2;6;40.0;0.0;45.0;35.0;30.0;35.0;40.0;35.0;40;37.8;0;15;15;0;7;7;0;1;36.0;1;1;30.0;1;3;45.0;1;2;33.0;1;3;40.0;1;2;0.0;0;2;41.0;1;2;45.0;1;2;2
235;33.666666666666664;40.0;27.285714285714285;23.166666666666668;20.0;0.0;40.0;28.53846153846154;4;16.666666666666668;0.0;35.0;13.5;27.5;34.0;30.0;41.0;0;22.027777777777782;1;15;11;4;5;3;2;2;37.0;1;1;32.0;1;3;20.666666666666668;3;2;8.0;1;3;33.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
236;34.0;35.0;32.5625;35.0;25.0;39.0;34.0;37.266666666666666;6;30.0;0.0;35.0;35.0;30.0;30.0;29.0;30.0;33;37.5;1;20;17;3;8;7;1;1;35.0;1;1;27.5;2;3;38.0;1;2;38.0;1;3;35.0;1;2;46.0;1;2;39.0;1;2;45.0;1;2;2
237;39.0;45.0;36.5625;35.0;30.0;35.0;40.0;41.13333333333333;6;45.0;0.0;40.0;35.0;40.0;35.0;30.0;35.0;50;35.357142857142854;1;15;13;2;6;6;0;1;30.0;1;1;30.0;1;3;40.0;1;2;40.0;1;3;45.0;1;2;42.5;2;2;0.0;0;2;0.0;0;2;2
238;37.93333333333333;47.0;35.15625;30.0;30.0;35.0;40.0;36.8;6;35.0;0.0;40.0;30.0;40.0;40.0;40.0;45.0;44;33.0;2;19;13;6;6;5;1;1;35.0;1;1;35.0;1;3;29.5;2;2;35.0;1;3;35.0;1;2;44.0;3;2;0.0;0;2;0.0;0;2;2
