NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ
662;35.470588235294116;34.588235294117645;30.5;36.46666666666667;36.0;39.785714285714285;14;32.0;49.0;39.0;34.25;1;18;16;2;8;7;1;1;43.0;1;1;32.0;1;2;29.5;2;2;34.0;1;3;30.0;1;2;35.0;1;2;42.0;1;2;33.0;1;2;2
664;42.35294117647059;41.23529411764706;38.0;43.6;45.0;40.57142857142857;14;41.0;43.0;47.0;41.5;0;16;16;0;8;8;0;1;42.0;1;1;48.0;1;2;42.0;1;2;40.0;1;3;34.0;1;2;46.0;1;2;40.0;1;2;41.0;1;2;4
666;36.6764705882353;36.529411764705884;34.0;41.0;47.0;35.57142857142857;16;31.0;44.0;36.0;35.8125;2;20;16;4;8;8;0;1;48.0;1;1;39.0;1;2;36.0;2;2;32.0;1;3;32.0;1;2;39.0;1;2;36.0;1;2;32.5;2;2;2
667;35.23529411764706;35.11764705882353;31.0;37.733333333333334;40.0;36.5;14;30.0;40.0;42.0;35.5;1;18;16;2;8;7;1;1;45.0;1;1;34.0;1;2;30.0;1;2;30.0;1;3;28.5;2;2;45.0;1;2;38.0;1;2;41.0;1;2;2
668;35.38235294117647;35.76470588235294;31.0;35.8;47.0;37.285714285714285;14;33.0;41.0;38.0;32.25;1;18;16;2;8;7;1;1;40.0;1;1;33.0;1;2;30.0;1;2;35.0;1;3;34.0;1;2;28.5;2;2;30.0;1;2;30.0;1;2;2
670;39.294117647058826;36.411764705882355;36.0;38.0;40.0;37.464285714285715;17;32.0;41.0;46.0;37.4375;1;18;16;2;8;7;1;1;47.0;1;1;41.0;1;2;33.0;1;2;32.0;1;3;29.0;2;2;37.0;1;2;43.0;1;2;45.0;1;2;2
671;30.264705882352942;31.38235294117647;24.5;30.733333333333334;34.0;29.11111111111111;20;28.0;0.0;38.0;29.688888888888886;2;21;15;6;7;5;2;2;0.0;0;1;34.0;1;2;30.0;1;2;30.0;1;3;25.666666666666668;3;2;14.0;2;2;37.0;1;2;37.0;1;2;1
672;34.35294117647059;33.88235294117647;37.0;35.266666666666666;35.0;35.607142857142854;17;33.0;38.0;41.0;35.375;2;20;16;4;8;7;1;1;45.0;1;1;30.0;1;2;33.5;2;2;43.0;1;3;30.0;1;2;44.0;1;2;30.0;1;2;28.5;2;2;2
677;38.0;37.64705882352941;33.0;37.13333333333333;40.0;37.214285714285715;14;35.0;41.0;38.0;37.0;2;20;16;4;8;8;0;1;35.0;1;1;34.5;2;2;37.0;2;2;30.0;1;3;36.0;1;2;42.0;1;2;44.0;1;2;40.0;1;2;3
680;40.8235294117647;39.64705882352941;40.0;41.13333333333333;49.0;38.607142857142854;17;36.0;41.0;37.0;40.6875;0;16;16;0;8;8;0;1;45.0;1;1;39.0;1;2;44.0;1;2;32.0;1;3;35.0;1;2;45.0;1;2;47.0;1;2;45.0;1;2;3
683;36.705882352941174;34.88235294117647;35.0;35.733333333333334;42.0;30.0;19;22.0;38.0;42.0;34.0;2;19;15;4;7;6;1;1;0.0;0;1;32.0;1;2;31.5;2;2;39.0;1;3;28.0;2;2;39.0;1;2;31.0;1;2;35.0;1;2;2
684;35.285714285714285;33.1875;40.0;31.2;30.0;25.65;12;30.0;32.0;0.0;31.285714285714285;1;15;13;2;6;5;1;1;0.0;0;1;36.0;1;2;33.0;1;2;34.0;1;3;29.0;2;2;32.0;1;2;38.0;1;2;0.0;0;2;2
685;37.88235294117647;37.94117647058823;40.0;40.2;32.0;36.642857142857146;22;25.0;41.0;43.0;39.46875;2;21;16;5;8;6;2;1;50.0;1;1;40.0;1;2;43.0;1;2;29.5;2;3;23.5;2;2;47.0;1;2;49.0;1;2;44.0;1;2;3
686;38.64705882352941;39.23529411764706;39.0;40.2;45.0;39.357142857142854;16;29.5;42.0;44.0;37.9375;1;18;16;2;8;7;1;1;50.0;1;1;38.0;1;2;46.0;1;2;39.0;1;3;28.0;2;2;40.0;1;2;30.0;1;2;38.0;1;2;3
689;36.76470588235294;38.411764705882355;39.0;39.266666666666666;49.0;38.642857142857146;17;36.0;42.0;48.0;39.9375;0;16;16;0;8;8;0;1;45.0;1;1;43.0;1;2;45.0;1;2;36.0;1;3;30.0;1;2;40.0;1;2;41.0;1;2;44.0;1;2;2
691;38.64705882352941;41.05882352941177;41.0;40.86666666666667;34.0;42.142857142857146;14;30.0;44.0;46.0;38.0;1;18;16;2;8;7;1;1;50.0;1;1;39.0;1;2;29.5;2;2;39.0;1;3;30.0;1;2;43.0;1;2;40.0;1;2;39.0;1;2;2
693;38.64705882352941;39.411764705882355;35.0;41.6;42.0;37.82142857142857;17;32.0;49.0;43.0;38.5;1;18;16;2;8;7;1;1;50.0;1;1;41.0;1;2;35.0;1;2;38.0;1;3;28.0;2;2;40.0;1;2;44.0;1;2;38.0;1;2;3
694;38.88235294117647;41.529411764705884;43.0;42.06666666666667;49.0;38.535714285714285;17;33.0;45.0;41.0;40.75;0;16;16;0;8;8;0;1;46.0;1;1;38.0;1;2;45.0;1;2;40.0;1;3;30.0;1;2;39.0;1;2;47.0;1;2;44.0;1;2;3
696;35.26470588235294;35.88235294117647;27.5;38.666666666666664;38.0;38.642857142857146;16;32.0;45.0;39.0;37.125;2;20;16;4;8;7;1;1;43.0;1;1;32.0;1;2;31.0;2;2;46.0;1;3;27.5;2;2;36.0;1;2;39.0;1;2;41.0;1;2;2
697;40.05882352941177;38.35294117647059;38.0;40.333333333333336;49.0;42.5;14;34.0;46.0;46.0;40.77083333333333;1;20;16;4;8;7;1;1;50.0;1;1;46.0;1;2;42.0;1;2;37.0;1;3;27.666666666666668;3;2;46.0;1;2;41.0;1;2;43.0;1;2;3
698;37.35294117647059;40.0;40.0;37.93333333333333;34.0;40.857142857142854;16;32.0;45.0;43.0;36.375;0;16;16;0;8;8;0;1;45.0;1;1;44.0;1;2;30.0;1;2;31.0;1;3;30.0;1;2;39.0;1;2;39.0;1;2;40.0;1;2;2
699;40.294117647058826;42.470588235294116;37.0;39.86666666666667;50.0;40.142857142857146;14;35.0;46.0;42.0;37.4375;0;16;16;0;8;8;0;1;40.0;1;1;42.0;1;2;33.0;1;2;33.0;1;3;30.0;1;2;44.0;1;2;36.0;1;2;45.0;1;2;3
700;36.88235294117647;36.5;28.0;24.666666666666668;0.0;33.333333333333336;2;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2
701;37.529411764705884;40.64705882352941;42.0;37.53333333333333;41.0;40.964285714285715;17;37.0;45.0;47.0;38.6875;0;16;16;0;8;8;0;1;45.0;1;1;39.0;1;2;44.0;1;2;40.0;1;3;33.0;1;2;40.0;1;2;35.0;1;2;36.0;1;2;2
703;38.76470588235294;40.11764705882353;47.0;43.666666666666664;48.0;40.0;14;31.0;49.0;42.0;40.8125;1;18;16;2;8;8;0;1;46.0;1;1;38.0;1;2;34.5;2;2;42.0;1;3;32.0;1;2;42.0;1;2;45.0;1;2;49.0;1;2;3
704;37.94117647058823;37.11764705882353;42.0;38.46666666666667;50.0;37.714285714285715;14;35.0;43.0;38.0;39.72916666666667;2;22;16;6;8;7;1;1;46.0;1;1;37.0;1;2;36.0;2;2;41.0;1;3;27.333333333333332;3;2;39.0;1;2;47.0;1;2;47.0;1;2;2
706;33.1764705882353;36.411764705882355;34.0;38.266666666666666;44.0;37.357142857142854;16;32.5;44.0;38.0;38.75;1;18;16;2;8;7;1;1;42.0;1;1;44.0;1;2;34.0;1;2;44.0;1;3;28.0;2;2;42.0;1;2;41.0;1;2;34.0;1;2;2
707;35.46078431372549;34.76470588235294;34.0;36.93333333333333;39.0;39.57142857142857;16;27.5;39.0;44.0;28.88888888888889;5;30;15;15;7;2;5;1;0.0;0;1;23.333333333333332;3;2;21.5;2;2;28.0;2;3;23.333333333333332;3;2;37.0;1;2;46.0;1;2;23.5;2;2;2
708;34.76470588235294;32.24509803921569;27.5;38.06666666666667;39.0;35.142857142857146;14;32.0;41.0;32.0;36.375;1;18;16;2;8;7;1;1;47.0;1;1;41.0;1;2;31.0;1;2;36.0;1;3;24.5;2;2;39.0;1;2;41.0;1;2;37.0;1;2;2
710;42.94117647058823;43.1764705882353;42.0;41.733333333333334;50.0;41.42857142857143;14;31.0;48.0;46.0;41.1875;0;16;16;0;8;8;0;1;44.0;1;1;47.0;1;2;32.0;1;2;39.0;1;3;40.0;1;2;43.0;1;2;44.0;1;2;43.0;1;2;3
711;38.11764705882353;35.26470588235294;30.0;38.2;40.0;39.42857142857143;14;40.0;50.0;39.0;41.3125;1;18;16;2;8;8;0;1;50.0;1;1;41.0;1;2;41.0;1;2;38.0;1;3;30.5;2;2;45.0;1;2;48.0;1;2;43.0;1;2;3
714;35.3235294117647;34.843137254901954;33.0;35.0;41.0;37.0;16;28.5;40.0;39.0;36.13333333333333;0;16;16;0;7;7;0;1;0.0;1;1;30.0;1;2;36.0;1;2;44.0;1;3;34.0;1;2;33.0;1;2;37.0;1;2;35.0;1;2;3
715;39.529411764705884;39.94117647058823;38.0;40.93333333333333;50.0;41.714285714285715;14;30.0;49.0;49.0;39.0625;0;16;16;0;8;8;0;1;46.0;1;1;39.0;1;2;31.0;1;2;35.0;1;3;30.0;1;2;43.0;1;2;46.0;1;2;48.0;1;2;3
717;40.1764705882353;37.705882352941174;35.0;41.53333333333333;40.0;43.0;14;39.0;46.0;44.0;40.125;1;18;16;2;8;7;1;1;40.0;1;1;38.0;1;2;34.0;1;2;46.0;1;3;29.0;2;2;41.0;1;2;44.0;1;2;46.0;1;2;2
718;42.411764705882355;39.35294117647059;39.0;40.46666666666667;40.0;43.714285714285715;14;39.0;46.0;48.0;38.4375;0;16;16;0;8;8;0;1;45.0;1;1;33.0;1;2;38.0;1;2;38.0;1;3;30.0;1;2;41.0;1;2;41.0;1;2;45.0;1;2;3
722;39.529411764705884;38.705882352941174;35.0;42.8;47.0;40.5;14;41.0;46.0;47.0;39.125;0;16;16;0;8;8;0;1;45.0;1;1;36.0;1;2;33.0;1;2;35.0;1;3;41.0;1;2;45.0;1;2;43.0;1;2;40.0;1;2;3
723;39.705882352941174;38.588235294117645;38.0;40.13333333333333;49.0;37.392857142857146;19;30.0;45.0;48.0;33.375;2;19;16;3;8;6;2;1;25.0;2;1;34.0;1;2;28.5;2;2;32.0;1;3;30.0;1;2;41.0;1;2;30.0;1;2;43.0;1;2;2
726;41.470588235294116;41.588235294117645;41.0;43.6;50.0;42.07142857142857;14;36.0;46.0;44.0;44.0625;0;16;16;0;8;8;0;1;41.0;1;1;50.0;1;2;46.0;1;2;36.0;1;3;45.0;1;2;46.0;1;2;45.0;1;2;46.0;1;2;3
727;38.76470588235294;35.411764705882355;36.0;39.53333333333333;46.0;35.42857142857143;14;30.0;37.0;39.0;37.0;1;20;16;4;8;7;1;1;50.0;1;1;41.0;1;2;25.0;3;2;34.0;1;3;31.0;1;2;47.0;1;2;37.0;1;2;39.0;1;2;2
728;39.23529411764706;39.529411764705884;34.0;42.0;50.0;43.92857142857143;14;38.0;46.0;44.0;39.4375;0;16;16;0;8;8;0;1;50.0;1;1;43.0;1;2;45.0;1;2;37.0;1;3;30.0;1;2;44.0;1;2;30.0;1;2;43.0;1;2;3
729;38.88235294117647;36.88235294117647;41.0;43.0;49.0;37.785714285714285;16;35.5;48.0;41.0;39.9375;0;16;16;0;8;8;0;1;48.0;1;1;41.0;1;2;34.0;1;2;37.0;1;3;35.0;1;2;37.0;1;2;43.0;1;2;50.0;1;2;2
730;40.588235294117645;37.11764705882353;41.0;42.86666666666667;47.0;41.214285714285715;14;34.0;42.0;37.0;39.75;1;18;16;2;8;7;1;1;46.0;1;1;38.0;1;2;28.0;2;2;46.0;1;3;31.0;1;2;45.0;1;2;45.0;1;2;39.0;1;2;2
731;35.94117647058823;37.64705882352941;37.0;39.53333333333333;45.0;39.142857142857146;14;31.0;44.0;39.0;39.8125;1;18;16;2;8;7;1;1;50.0;1;1;41.0;1;2;41.0;1;2;38.0;1;3;29.5;2;2;45.0;1;2;40.0;1;2;40.0;1;2;2
732;36.1764705882353;35.411764705882355;34.0;41.53333333333333;43.0;36.714285714285715;17;35.0;40.0;39.0;41.16666666666667;1;20;16;4;8;7;1;1;40.0;1;1;41.0;1;2;41.0;1;2;46.0;1;3;23.333333333333332;3;2;50.0;1;2;45.0;1;2;40.0;1;2;2
735;36.470588235294116;33.88235294117647;40.0;38.2;49.0;31.76923076923077;16;29.5;30.0;40.0;30.733333333333334;1;17;15;2;7;6;1;1;0.0;0;1;36.0;1;2;35.0;1;2;31.0;1;3;18.0;2;2;35.0;1;2;30.0;1;2;30.0;1;2;1
738;38.88235294117647;39.470588235294116;42.0;42.06666666666667;43.0;40.714285714285715;14;38.0;44.0;48.0;43.3125;0;16;16;0;8;8;0;1;47.0;1;1;42.0;1;2;44.0;1;2;40.0;1;3;41.0;1;2;44.0;1;2;49.0;1;2;43.0;1;2;3
739;40.588235294117645;43.1764705882353;38.0;44.8;50.0;43.785714285714285;14;38.0;48.0;44.0;40.8125;1;18;16;2;8;8;0;1;50.0;1;1;43.0;1;2;35.5;2;2;40.0;1;3;31.0;1;2;47.0;1;2;41.0;1;2;44.0;1;2;3
740;40.1764705882353;38.470588235294116;34.0;38.06666666666667;50.0;37.92857142857143;17;35.0;44.0;46.0;39.1875;0;16;16;0;8;8;0;1;45.0;1;1;43.0;1;2;31.0;1;2;38.0;1;3;31.0;1;2;43.0;1;2;42.0;1;2;44.0;1;2;3
741;40.35294117647059;37.64705882352941;37.0;39.0;47.0;39.714285714285715;14;37.0;46.0;41.0;40.75;0;16;16;0;8;8;0;1;45.0;1;1;36.0;1;2;46.0;1;2;41.0;1;3;30.0;1;2;40.0;1;2;46.0;1;2;44.0;1;2;2
742;41.94117647058823;36.35294117647059;38.0;37.86666666666667;47.0;43.0;14;40.0;41.0;50.0;40.0;0;16;16;0;8;8;0;1;50.0;1;1;33.0;1;2;47.0;1;2;40.0;1;3;30.0;1;2;40.0;1;2;41.0;1;2;44.0;1;2;3
743;42.0;42.0;43.0;43.4;43.0;40.785714285714285;14;38.0;47.0;45.0;40.0625;0;16;16;0;8;8;0;1;50.0;1;1;42.0;1;2;32.0;1;2;37.0;1;3;32.0;1;2;42.0;1;2;46.0;1;2;46.0;1;2;3
744;38.88235294117647;37.294117647058826;32.0;38.93333333333333;33.0;39.857142857142854;16;30.5;41.0;42.0;39.25;0;16;16;0;8;8;0;1;50.0;1;1;38.0;1;2;47.0;1;2;32.0;1;3;30.0;1;2;50.0;1;2;30.0;1;2;46.0;1;2;2
746;36.23529411764706;34.529411764705884;29.0;41.666666666666664;50.0;39.285714285714285;14;34.0;41.0;41.0;37.14583333333333;1;20;16;4;8;7;1;1;45.0;1;1;32.0;1;2;45.0;1;2;34.0;1;3;21.666666666666668;3;2;36.0;1;2;50.0;1;2;39.0;1;2;2
747;39.1764705882353;36.588235294117645;29.0;39.8;42.0;39.57142857142857;14;36.0;40.0;38.0;37.3125;0;16;16;0;8;8;0;1;50.0;1;1;30.0;1;2;46.0;1;2;31.0;1;3;32.0;1;2;43.0;1;2;39.0;1;2;37.0;1;2;2
750;40.23529411764706;41.1764705882353;45.0;41.6;50.0;40.5;14;36.0;45.0;44.0;41.75;0;16;16;0;8;8;0;1;40.0;1;1;32.0;1;2;46.0;1;2;44.0;1;3;36.0;1;2;47.0;1;2;44.0;1;2;43.0;1;2;3
751;39.94117647058823;42.76470588235294;45.0;41.2;50.0;39.142857142857146;14;38.0;43.0;46.0;37.8125;0;16;16;0;8;8;0;1;50.0;1;1;44.0;1;2;33.0;1;2;31.0;1;3;30.0;1;2;40.0;1;2;41.0;1;2;43.0;1;2;3
753;37.94117647058823;38.411764705882355;38.0;41.53333333333333;43.0;40.57142857142857;14;32.0;44.0;48.0;41.625;0;16;16;0;8;8;0;1;43.0;1;1;42.0;1;2;42.0;1;2;39.0;1;3;40.0;1;2;40.0;1;2;46.0;1;2;43.0;1;2;3
754;37.470588235294116;38.1764705882353;41.0;41.13333333333333;48.0;38.607142857142854;17;31.0;48.0;43.0;41.9375;0;16;16;0;8;8;0;1;50.0;1;1;43.0;1;2;48.0;1;2;35.0;1;3;30.0;1;2;45.0;1;2;44.0;1;2;48.0;1;2;3
758;36.44117647058823;35.64705882352941;34.0;40.6;40.0;37.214285714285715;14;30.0;47.0;43.0;39.4375;0;16;16;0;8;8;0;1;45.0;1;1;41.0;1;2;32.0;1;2;34.0;1;3;34.0;1;2;50.0;1;2;47.0;1;2;38.0;1;2;2
759;38.64705882352941;39.470588235294116;42.0;42.733333333333334;50.0;43.57142857142857;14;35.0;48.0;48.0;42.125;0;16;16;0;8;8;0;1;47.0;1;1;31.0;1;2;44.0;1;2;39.0;1;3;41.0;1;2;50.0;1;2;44.0;1;2;45.0;1;2;2
760;37.05882352941177;39.470588235294116;36.0;41.666666666666664;50.0;39.0;14;35.0;42.0;41.0;38.9375;0;16;16;0;8;8;0;1;50.0;1;1;36.0;1;2;30.0;1;2;39.0;1;3;35.0;1;2;44.0;1;2;45.0;1;2;38.0;1;2;3
763;35.76470588235294;38.911764705882355;31.5;43.53333333333333;42.0;38.214285714285715;16;28.5;40.0;40.0;39.625;0;16;16;0;8;8;0;1;50.0;1;1;41.0;1;2;33.0;1;2;46.0;1;3;31.0;1;2;41.0;1;2;43.0;1;2;34.0;1;2;3
765;40.294117647058826;35.5;35.0;37.6;44.0;38.357142857142854;14;30.0;42.0;43.0;32.75;1;18;16;2;8;7;1;1;50.0;1;1;30.0;1;2;30.0;1;2;30.0;1;3;28.0;2;2;33.0;1;2;31.0;1;2;40.0;1;2;2
766;36.705882352941174;37.411764705882355;33.0;36.266666666666666;40.0;37.357142857142854;14;37.0;41.0;35.0;39.875;0;16;16;0;8;8;0;1;48.0;1;1;43.0;1;2;30.0;1;2;46.0;1;3;32.0;1;2;38.0;1;2;40.0;1;2;43.0;1;2;2
768;41.05882352941177;38.88235294117647;44.0;41.2;41.0;44.0;14;32.0;43.0;44.0;39.5;0;16;16;0;8;8;0;1;40.0;1;1;43.0;1;2;32.0;1;2;40.0;1;3;30.0;1;2;46.0;1;2;43.0;1;2;42.0;1;2;3
770;39.94117647058823;39.411764705882355;40.0;40.333333333333336;48.0;39.5;14;42.0;41.0;46.0;41.9375;1;18;16;2;8;8;0;1;46.0;1;1;42.0;1;2;36.5;2;2;44.0;1;3;34.0;1;2;40.0;1;2;49.0;1;2;45.0;1;2;3
771;34.5;34.470588235294116;28.5;36.0;42.0;36.714285714285715;17;37.0;45.0;34.0;38.625;1;18;16;2;8;7;1;1;50.0;1;1;42.0;1;2;38.0;1;2;46.0;1;3;26.0;2;2;37.0;1;2;31.0;1;2;41.0;1;2;2
772;35.23529411764706;37.76470588235294;35.0;42.13333333333333;42.0;39.57142857142857;14;30.0;42.0;42.0;39.0625;0;16;16;0;8;8;0;1;50.0;1;1;36.0;1;2;45.0;1;2;33.0;1;3;34.0;1;2;47.0;1;2;31.0;1;2;45.0;1;2;3
773;41.1764705882353;39.470588235294116;34.0;43.0;46.0;40.714285714285715;14;34.0;41.0;41.0;40.5625;0;16;16;0;8;8;0;1;40.0;1;1;39.0;1;2;48.0;1;2;35.0;1;3;33.0;1;2;41.0;1;2;43.0;1;2;48.0;1;2;3
774;35.470588235294116;36.11764705882353;37.0;38.06666666666667;33.0;34.785714285714285;19;27.0;32.0;43.0;34.3125;1;18;16;2;8;7;1;1;40.0;1;1;38.0;1;2;41.0;1;2;30.0;1;3;28.5;2;2;36.0;1;2;30.0;1;2;36.0;1;2;2
776;38.294117647058826;38.705882352941174;35.0;40.86666666666667;42.0;38.285714285714285;14;35.0;43.0;41.0;40.0625;0;16;16;0;8;8;0;1;45.0;1;1;43.0;1;2;45.0;1;2;38.0;1;3;31.0;1;2;43.0;1;2;38.0;1;2;41.0;1;2;3
777;41.23529411764706;39.64705882352941;41.0;40.4;39.0;40.0;14;30.0;45.0;47.0;40.3125;0;16;16;0;8;8;0;1;45.0;1;1;42.0;1;2;37.0;1;2;36.0;1;3;30.0;1;2;43.0;1;2;47.0;1;2;47.0;1;2;3
779;36.76470588235294;39.470588235294116;37.0;41.46666666666667;44.0;39.0;14;31.0;46.0;46.0;39.1875;0;16;16;0;8;8;0;1;40.0;1;1;38.0;1;2;32.0;1;2;35.0;1;3;41.0;1;2;43.0;1;2;45.0;1;2;42.0;1;2;3
783;38.470588235294116;36.705882352941174;30.0;39.4;36.0;39.642857142857146;14;35.0;45.0;44.0;38.0625;0;16;16;0;8;8;0;1;47.0;1;1;35.0;1;2;30.0;1;2;36.0;1;3;30.0;1;2;42.0;1;2;46.0;1;2;44.0;1;2;3
785;39.64705882352941;36.88235294117647;38.0;42.46666666666667;46.0;37.75;17;32.0;41.0;44.0;34.8125;1;18;16;2;8;7;1;1;50.0;1;1;41.0;1;2;24.5;2;2;30.0;1;3;30.0;1;2;42.0;1;2;32.0;1;2;39.0;1;2;2
789;33.588235294117645;35.411764705882355;29.0;34.8;39.0;34.76190476190476;18;24.333333333333332;38.0;39.0;36.0;0;16;16;0;8;8;0;1;45.0;1;1;34.0;1;2;40.0;1;2;33.0;1;3;30.0;1;2;44.0;1;2;30.0;1;2;38.0;1;2;2
791;40.1764705882353;38.294117647058826;40.0;40.86666666666667;41.0;44.642857142857146;14;37.0;46.0;48.0;40.75;0;16;16;0;8;8;0;1;45.0;1;1;33.0;1;2;30.0;1;2;43.0;1;3;45.0;1;2;42.0;1;2;44.0;1;2;45.0;1;2;2
792;36.38235294117647;37.529411764705884;41.0;42.333333333333336;46.0;38.42857142857143;14;40.0;39.0;43.0;35.1875;1;18;16;2;8;7;1;1;45.0;1;1;36.0;1;2;28.5;2;2;37.0;1;3;34.0;1;2;41.0;1;2;30.0;1;2;34.0;1;2;3
793;41.588235294117645;38.94117647058823;38.0;40.93333333333333;50.0;39.57142857142857;14;36.0;46.0;48.0;39.5;1;18;16;2;8;8;0;1;42.0;1;1;38.0;1;2;30.5;2;2;39.0;1;3;32.0;1;2;50.0;1;2;41.0;1;2;45.0;1;2;3
800;40.11764705882353;35.6764705882353;34.0;40.46666666666667;41.0;38.42857142857143;14;31.0;45.0;39.0;39.6875;0;16;16;0;8;8;0;1;40.0;1;1;43.0;1;2;45.0;1;2;35.0;1;3;32.0;1;2;40.0;1;2;44.0;1;2;41.0;1;2;3
801;36.88235294117647;35.1764705882353;34.0;38.333333333333336;36.0;36.714285714285715;14;34.0;41.0;44.0;36.4375;0;16;16;0;8;8;0;1;45.0;1;1;37.0;1;2;30.0;1;2;38.0;1;3;30.0;1;2;37.0;1;2;39.0;1;2;39.0;1;2;2
803;38.88235294117647;35.76470588235294;34.0;39.4;40.0;40.92857142857143;14;40.0;46.0;40.0;35.84375;3;21;16;5;8;6;2;1;23.5;2;1;42.0;1;2;29.0;2;2;38.0;1;3;33.0;2;2;37.0;1;2;32.0;1;2;45.0;1;2;2
807;38.23529411764706;37.529411764705884;27.0;36.666666666666664;42.0;37.285714285714285;16;39.0;43.0;27.5;38.625;1;18;16;2;8;7;1;1;50.0;1;1;33.0;1;2;38.0;1;2;42.0;1;3;28.0;2;2;36.0;1;2;42.0;1;2;44.0;1;2;3
809;40.64705882352941;38.588235294117645;33.0;44.333333333333336;45.0;43.07142857142857;14;44.0;48.0;48.0;38.875;0;16;16;0;8;8;0;1;44.0;1;1;37.0;1;2;34.0;1;2;38.0;1;3;30.0;1;2;45.0;1;2;46.0;1;2;40.0;1;2;3
810;36.088235294117645;36.8235294117647;31.5;38.13333333333333;40.0;38.67857142857143;17;40.0;50.0;40.0;33.625;3;22;16;6;8;6;2;1;50.0;1;1;27.5;2;2;32.0;2;2;34.0;1;3;29.5;2;2;41.0;1;2;33.0;1;2;30.0;1;2;2
811;42.11764705882353;40.11764705882353;41.0;45.4;49.0;40.214285714285715;14;37.0;48.0;43.0;38.375;1;18;16;2;8;8;0;1;45.0;1;1;39.0;1;2;32.0;1;2;39.0;1;3;30.0;2;2;44.0;1;2;36.0;1;2;45.0;1;2;3
813;41.05882352941177;39.94117647058823;38.0;43.733333333333334;45.0;44.857142857142854;14;46.0;47.0;49.0;38.375;0;16;16;0;8;8;0;1;46.0;1;1;32.0;1;2;33.0;1;2;40.0;1;3;30.0;1;2;45.0;1;2;40.0;1;2;44.0;1;2;3
819;40.588235294117645;44.11764705882353;43.0;44.0;47.0;38.785714285714285;14;37.0;36.0;40.0;40.6875;0;16;16;0;8;8;0;1;50.0;1;1;43.0;1;2;42.0;1;2;31.0;1;3;38.0;1;2;47.0;1;2;42.0;1;2;42.0;1;2;3
820;40.294117647058826;37.94117647058823;38.0;39.733333333333334;40.0;39.07142857142857;14;30.0;44.0;39.0;40.3125;0;16;16;0;8;8;0;1;45.0;1;1;40.0;1;2;38.0;1;2;40.0;1;3;46.0;1;2;50.0;1;2;31.0;1;2;35.0;1;2;3
821;40.1764705882353;41.588235294117645;41.0;41.733333333333334;39.0;42.357142857142854;14;44.0;50.0;41.0;38.75;0;16;16;0;8;8;0;1;43.0;1;1;36.0;1;2;30.0;1;2;39.0;1;3;32.0;1;2;42.0;1;2;45.0;1;2;45.0;1;2;2
822;37.411764705882355;41.94117647058823;42.0;46.0;49.0;42.57142857142857;14;44.0;48.0;40.0;39.25;1;20;16;4;8;7;1;1;50.0;1;1;37.0;1;2;29.0;3;2;40.0;1;3;36.0;1;2;44.0;1;2;42.0;1;2;41.0;1;2;3
824;41.1764705882353;39.11764705882353;39.0;40.666666666666664;48.0;38.357142857142854;16;41.0;42.0;30.0;37.0;2;20;16;4;8;7;1;1;45.0;1;1;31.0;2;2;39.0;1;2;45.0;1;3;31.0;1;2;47.0;1;2;31.0;1;2;27.0;2;2;3
825;34.8235294117647;36.205882352941174;30.0;41.266666666666666;42.0;37.32142857142857;17;34.0;44.0;42.0;36.4;2;21;16;5;7;5;2;1;0.0;1;1;35.0;1;2;44.0;1;2;29.0;2;3;28.5;2;2;41.0;1;2;37.0;1;2;44.0;1;2;2
826;37.294117647058826;38.05882352941177;33.0;40.46666666666667;41.0;40.714285714285715;14;41.0;42.0;44.0;37.0625;1;18;16;2;8;7;1;1;42.0;1;1;32.0;1;2;31.0;1;2;47.0;1;3;29.0;2;2;40.0;1;2;35.0;1;2;38.0;1;2;3
827;42.23529411764706;38.64705882352941;30.0;44.8;45.0;42.5;14;37.0;48.0;43.0;40.5;0;16;16;0;8;8;0;1;43.0;1;1;41.0;1;2;37.0;1;2;41.0;1;3;31.0;1;2;45.0;1;2;38.0;1;2;49.0;1;2;3
