NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
1488;33.333333333333336;7;31.0;32.0;34.0;30.0;31.294117647058822;23;17;5;27.0;31.0;30.0;38.0;34.0;0;18;18;0;7;7;0;1;34.0;1;3;32.0;1;3;30.0;1;3;31.0;1;2;41.0;1;2;35.0;1;3;44.0;1;2;2;33.73529411764706
1491;33.61538461538461;6;30.5;32.0;35.0;0.0;30.7;22;15;4;30.5;24.5;31.0;38.0;0.0;0;16;16;0;6;6;0;1;33.0;1;3;30.0;1;3;34.0;1;3;33.0;1;2;36.0;1;2;38.0;1;3;0.0;0;2;2;33.14705882352941
1492;39.0;7;37.0;37.0;36.0;41.0;41.94117647058823;17;17;7;42.0;39.0;38.0;47.0;43.0;0;18;18;0;7;7;0;1;32.0;1;3;35.0;1;3;33.0;1;3;46.0;1;2;36.0;1;2;46.0;1;3;39.0;1;2;2;38.583333333333336
1493;36.13333333333333;7;32.5;36.0;34.0;38.0;35.294117647058826;22;17;6;33.0;31.0;28.0;45.0;45.0;0;16;16;0;6;6;0;1;30.0;1;3;37.0;1;3;37.0;1;3;35.0;1;2;40.0;1;2;45.0;1;3;0.0;0;2;2;32.64705882352941
1494;29.93939393939394;4;30.0;0.0;30.0;0.0;26.555555555555557;18;9;2;40.0;7.666666666666667;0.0;32.0;0.0;1;6;3;3;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.5;2;3;0.0;0;2;1;25.5
1495;36.766666666666666;6;41.0;27.5;31.0;46.0;28.529411764705884;26;17;4;35.0;22.5;36.0;23.0;46.0;0;15;15;0;6;6;0;1;35.0;1;3;30.0;1;3;44.0;1;3;39.0;1;2;39.0;1;2;0.0;0;3;46.0;1;2;2;35.06666666666667
1496;36.6;7;38.0;36.0;38.0;42.0;36.411764705882355;17;17;7;32.0;38.0;30.0;44.0;43.0;1;21;18;3;8;7;1;1;31.0;1;3;40.0;1;3;33.5;2;3;30.0;1;2;41.0;1;2;41.0;1;3;50.0;1;2;2;35.529411764705884
1497;32.38461538461539;5;26.5;36.0;34.0;0.0;27.916666666666668;12;12;2;19.0;0.0;28.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1498;36.06666666666667;7;34.0;34.0;38.0;48.0;36.3235294117647;23;17;7;35.5;35.0;31.0;40.0;45.0;0;18;18;0;7;7;0;1;36.0;1;3;37.0;1;3;34.0;1;3;41.0;1;2;40.0;1;2;39.0;1;3;46.0;1;2;3;40.5
1499;37.0;7;30.5;36.0;38.0;40.0;35.5;25;17;6;37.0;30.0;26.5;42.0;41.0;1;19;16;3;7;5;2;1;43.0;1;3;40.0;1;3;37.0;1;3;40.0;1;2;42.0;1;2;24.5;2;3;0.0;0;2;2;32.64705882352941
1500;23.46666666666666;4;10.666666666666666;32.0;37.0;12.0;10.458333333333334;24;12;0;7.0;0.0;8.5;8.5;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1501;37.333333333333336;7;32.0;38.0;35.0;44.0;35.23529411764706;17;17;7;37.0;30.0;30.0;40.0;45.0;0;18;18;0;7;7;0;1;32.0;1;3;43.0;1;3;40.0;1;3;33.0;1;2;31.0;1;2;39.0;1;3;40.0;1;2;2;37.27777777777778
1502;37.733333333333334;7;32.0;38.0;38.0;43.0;37.705882352941174;17;17;7;33.0;38.0;31.0;44.0;47.0;0;18;18;0;7;7;0;1;39.0;1;3;40.0;1;3;46.0;1;3;48.0;1;2;41.0;1;2;44.0;1;3;43.0;1;2;2;38.72222222222222
1504;36.666666666666664;7;32.0;36.0;38.0;48.0;36.470588235294116;17;17;7;30.0;33.0;39.0;42.0;39.0;0;18;18;0;7;7;0;1;32.0;1;3;33.0;1;3;32.0;1;3;43.0;1;2;41.0;1;2;38.0;1;3;45.0;1;2;2;36.333333333333336
1505;39.06666666666667;6;28.0;40.0;40.0;47.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1507;37.6;7;31.5;36.0;41.0;45.0;37.294117647058826;19;17;6;36.0;31.0;29.5;40.0;41.0;0;18;18;0;7;7;0;1;30.0;1;3;45.0;1;3;42.0;1;3;31.0;1;2;46.0;1;2;40.0;1;3;45.0;1;2;2;33.76470588235294
1508;38.53333333333333;7;33.0;40.0;50.0;44.0;39.705882352941174;20;17;7;42.0;34.0;35.0;46.0;49.0;0;18;18;0;7;7;0;1;36.0;1;3;43.0;1;3;40.0;1;3;36.0;1;2;42.0;1;2;46.0;1;3;43.0;1;2;2;39.05555555555556
1509;39.63333333333333;7;34.0;38.0;47.0;45.0;39.8235294117647;17;17;7;41.0;33.0;32.0;44.0;46.0;0;18;18;0;7;7;0;1;34.0;1;3;42.0;1;3;43.0;1;3;48.0;1;2;45.0;1;2;37.0;1;3;46.0;1;2;2;38.166666666666664
1510;34.43333333333333;7;30.0;34.0;30.0;41.0;34.56666666666667;18;15;5;33.0;24.5;31.0;43.0;0.0;0;16;16;0;6;6;0;1;45.0;1;3;43.0;1;3;34.0;1;3;31.0;1;2;39.0;1;2;42.0;1;3;0.0;0;2;2;32.205882352941174
1511;36.233333333333334;7;36.0;42.0;30.0;43.0;35.13333333333333;15;15;6;31.0;30.0;32.0;45.0;0.0;1;20;16;4;8;5;3;1;30.0;1;3;36.0;1;3;46.0;1;3;27.333333333333332;3;2;41.0;1;2;31.0;1;3;0.0;0;2;2;32.88235294117647
1512;35.2;6;32.5;37.0;33.0;44.0;34.38235294117647;26;17;6;35.5;28.5;30.0;42.0;38.0;1;20;18;2;8;6;2;1;40.0;1;3;44.0;1;3;41.0;1;3;29.5;2;2;42.0;1;2;40.0;1;3;42.0;1;2;2;32.07142857142857
1514;28.717948717948715;3;29.5;30.0;24.666666666666668;0.0;24.666666666666668;33;15;3;37.0;18.0;16.0;34.0;0.0;1;11;7;4;5;0;5;2;0.0;0;3;0.0;0;3;0.0;0;3;15.0;3;2;4.0;1;2;18.0;1;3;0.0;0;2;1;3.0
1515;40.86666666666667;7;36.0;41.0;50.0;49.0;39.088235294117645;20;17;6;29.5;35.0;33.0;42.0;46.0;0;18;18;0;7;7;0;1;35.0;1;3;35.0;1;3;35.0;1;3;42.0;1;2;43.0;1;2;41.0;1;3;45.0;1;2;3;40.05555555555556
1516;34.69230769230769;6;30.5;33.0;30.0;0.0;30.066666666666666;30;15;3;28.5;22.0;24.75;41.0;0.0;2;19;13;6;8;3;5;1;0.0;0;3;27.0;1;3;40.0;1;3;20.0;3;2;34.5;2;2;41.0;1;3;0.0;0;2;1;25.166666666666668
1517;33.23076923076923;6;30.0;31.0;30.0;0.0;30.444444444444446;31;15;3;25.666666666666668;25.333333333333332;24.333333333333332;42.0;0.0;1;20;16;4;8;5;3;1;31.0;1;3;42.0;1;3;34.0;1;3;24.333333333333332;3;2;31.0;1;2;42.0;1;3;0.0;0;2;1;24.625
1518;31.76923076923077;4;28.0;31.0;37.0;0.0;32.06666666666667;21;15;5;31.0;29.0;30.0;35.0;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;39.0;1;2;38.0;1;2;0.0;0;3;0.0;0;2;1;26.666666666666668
1519;37.93333333333333;6;33.5;35.0;47.0;49.0;35.588235294117645;20;17;7;32.0;33.0;34.0;33.0;45.0;0;18;18;0;7;7;0;1;42.0;1;3;41.0;1;3;42.0;1;3;33.0;1;2;40.0;1;2;33.0;1;3;43.0;1;2;2;37.5
1520;29.4;3;23.0;26.5;37.0;0.0;20.25;7;7;1;0.0;0.0;0.0;17.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1522;37.9;6;31.0;40.0;50.0;50.0;35.294117647058826;17;17;7;31.0;30.0;30.0;36.0;45.0;0;18;18;0;7;7;0;1;34.0;1;3;43.0;1;3;47.0;1;3;45.0;1;2;41.0;1;2;36.0;1;3;46.0;1;2;2;37.22222222222222
1523;36.6;6;42.0;32.0;42.0;41.0;36.94117647058823;20;17;7;45.0;30.0;30.0;43.0;38.0;1;18;16;2;7;6;1;1;38.0;1;3;48.0;1;3;41.0;1;3;44.0;1;2;30.5;2;2;42.0;1;3;0.0;0;2;2;34.11764705882353
1524;24.923076923076923;4;20.0;30.0;30.0;0.0;16.75;7;7;2;0.0;0.0;0.0;30.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1525;33.63333333333333;5;27.0;34.0;43.0;44.0;34.411764705882355;23;17;7;30.0;30.0;31.0;37.0;41.0;1;19;16;3;7;5;2;1;34.0;1;3;28.0;2;3;38.0;1;3;30.0;1;2;45.0;1;2;37.0;1;3;0.0;0;2;1;27.91176470588235
1526;34.4;6;28.5;32.0;40.0;40.0;33.6764705882353;23;17;5;27.5;29.0;34.0;39.0;37.0;1;19;16;3;7;6;1;1;33.0;1;3;30.5;2;3;34.0;1;3;38.0;1;2;40.0;1;2;39.0;1;3;0.0;0;2;2;30.705882352941178
1527;38.93333333333333;7;34.0;40.0;44.0;48.0;39.411764705882355;17;17;7;31.0;39.0;30.0;47.0;48.0;0;18;18;0;7;7;0;1;43.0;1;3;37.0;1;3;43.0;1;3;40.0;1;2;40.0;1;2;45.0;1;3;43.0;1;2;2;37.77777777777778
1528;34.8;7;30.5;38.0;37.0;40.0;33.76470588235294;25;17;5;34.0;26.666666666666668;29.0;40.0;36.0;1;20;18;2;8;6;2;1;42.0;1;3;50.0;1;3;44.0;1;3;25.5;2;2;30.0;1;2;40.0;1;3;46.0;1;2;2;30.58823529411765
1529;36.8;7;30.0;31.0;37.0;42.0;35.529411764705884;25;17;5;34.0;26.333333333333332;28.0;41.0;46.0;1;22;16;6;8;5;3;1;34.0;1;3;24.333333333333332;3;3;32.0;1;3;30.0;1;2;36.0;1;2;41.0;1;3;0.0;0;2;1;23.0
1530;37.266666666666666;7;33.0;36.0;40.0;48.0;35.029411764705884;23;17;5;28.0;27.5;30.0;43.0;48.0;0;18;18;0;7;7;0;1;32.0;1;3;32.0;1;3;40.0;1;3;39.0;1;2;37.0;1;2;43.0;1;3;46.0;1;2;2;30.0
1532;28.692307692307693;4;30.0;31.0;21.5;0.0;9.625;18;15;0;12.5;3.0;5.0;13.0;0.0;0;2;2;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;18.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1533;36.666666666666664;6;27.5;38.0;50.0;42.0;37.294117647058826;19;17;7;32.0;31.0;30.0;45.0;45.0;0;18;18;0;7;7;0;1;38.0;1;3;42.0;1;3;38.0;1;3;30.0;1;2;42.0;1;2;43.0;1;3;43.0;1;2;2;36.5
1534;35.266666666666666;7;30.0;38.0;30.0;45.0;36.3235294117647;20;17;7;35.0;31.5;34.0;46.0;43.0;0;18;18;0;7;7;0;1;30.0;1;3;44.0;1;3;38.0;1;3;41.0;1;2;35.0;1;2;46.0;1;3;50.0;1;2;2;33.05882352941177
1535;28.615384615384617;5;30.0;32.0;39.0;0.0;9.8;7;7;0;0.0;0.0;0.0;13.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;10.0
1536;33.166666666666664;5;32.0;27.5;34.0;42.0;39.4;15;15;6;44.0;34.0;38.0;41.0;0.0;0;16;16;0;6;6;0;1;41.0;1;3;43.0;1;3;33.0;1;3;40.0;1;2;35.0;1;2;41.0;1;3;0.0;0;2;2;35.11764705882353
1538;34.84615384615385;5;30.0;33.0;50.0;0.0;33.96666666666667;26;15;5;26.0;31.5;31.0;43.0;0.0;1;18;16;2;7;6;1;1;35.0;1;3;31.0;1;3;40.0;1;3;30.0;2;2;43.0;1;2;43.0;1;3;0.0;0;2;1;26.08823529411765
1539;32.30769230769231;4;29.0;30.0;18.5;0.0;32.333333333333336;18;15;5;31.0;23.0;30.0;43.0;0.0;1;19;16;3;7;6;1;1;30.5;2;3;30.0;1;3;31.0;1;3;31.0;1;2;39.0;1;2;43.0;1;3;0.0;0;2;1;24.666666666666668
1540;26.974358974358974;3;20.666666666666668;28.0;30.0;0.0;24.0;16;13;3;36.0;14.0;0.0;33.0;0.0;1;7;5;2;3;1;2;2;0.0;0;3;0.0;0;3;0.0;0;3;21.0;2;2;0.0;0;2;33.0;1;3;0.0;0;2;1;19.333333333333332
1541;31.0;4;27.0;28.5;30.0;36.0;28.2;23;15;3;20.0;18.0;25.5;43.0;0.0;1;9;7;2;4;2;2;2;0.0;0;3;0.0;0;3;0.0;0;3;24.5;2;2;30.0;1;2;43.0;1;3;0.0;0;2;1;27.333333333333332
1543;24.46153846153846;4;11.0;36.0;37.0;0.0;10.5;12;9;0;16.5;0.0;0.0;5.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1544;36.333333333333336;7;31.0;41.0;40.0;43.0;35.38235294117647;26;17;6;33.0;20.0;34.0;44.0;47.0;0;16;16;0;6;6;0;1;36.0;1;3;44.0;1;3;43.0;1;3;38.0;1;2;45.0;1;2;35.0;1;3;0.0;0;2;2;33.529411764705884
1545;32.820512820512825;5;22.666666666666668;31.0;47.0;0.0;26.25;20;12;3;21.0;0.0;18.5;30.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1546;35.2;7;30.0;34.0;37.0;41.0;38.529411764705884;17;17;7;37.0;36.0;30.0;44.0;47.0;0;18;18;0;7;7;0;1;34.0;1;3;41.0;1;3;32.0;1;3;45.0;1;2;37.0;1;2;43.0;1;3;50.0;1;2;2;33.411764705882355
1547;34.666666666666664;6;29.0;30.0;50.0;31.0;27.08823529411765;31;17;3;16.666666666666668;17.5;27.0;37.0;48.0;1;19;16;3;7;5;2;1;33.0;1;3;22.5;2;3;36.0;1;3;38.0;1;2;40.0;1;2;37.0;1;3;0.0;0;2;1;24.0
1548;37.46153846153846;5;40.0;23.0;40.0;0.0;17.714285714285715;15;15;0;11.0;9.0;19.0;26.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1549;42.30769230769231;6;44.0;32.0;43.0;0.0;34.666666666666664;15;15;4;44.0;17.0;28.0;44.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;38.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1550;44.06666666666667;7;43.0;42.0;43.0;44.0;37.705882352941174;19;17;7;31.0;30.0;33.0;49.0;43.0;1;21;18;3;8;7;1;1;34.5;2;3;43.0;1;3;34.0;1;3;34.0;1;2;41.0;1;2;43.0;1;3;49.0;1;2;2;38.77777777777778
1551;41.666666666666664;7;44.0;39.0;42.0;34.0;34.8235294117647;20;17;6;33.0;24.0;34.0;40.0;46.0;0;16;16;0;6;6;0;1;30.0;1;3;32.0;1;3;38.0;1;3;35.0;1;2;39.0;1;2;38.0;1;3;0.0;0;2;1;27.642857142857142
1554;40.8;7;35.0;37.0;43.0;45.0;35.76470588235294;17;17;7;33.0;31.0;30.0;44.0;47.0;0;18;18;0;7;7;0;1;45.0;1;3;43.0;1;3;39.0;1;3;35.0;1;2;40.0;1;2;44.0;1;3;50.0;1;2;2;33.76470588235294
1556;36.53333333333333;6;26.5;35.0;44.0;35.0;36.0;20;17;7;34.0;37.0;31.0;39.0;42.0;0;16;16;0;6;6;0;1;33.0;1;3;36.0;1;3;45.0;1;3;43.0;1;2;42.0;1;2;38.0;1;3;0.0;0;2;2;33.1764705882353
1557;34.07692307692308;5;43.0;9.5;33.0;0.0;8.466666666666667;15;15;0;6.0;3.0;1.0;19.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1558;22.923076923076923;3;7.0;18.5;39.0;0.0;18.72222222222222;12;9;1;12.0;0.0;10.0;22.5;0.0;0;4;4;0;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;39.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1559;33.38461538461539;5;38.0;29.0;35.0;0.0;31.133333333333333;21;15;5;30.0;29.0;31.0;32.0;0.0;1;19;16;3;7;5;2;2;33.0;1;3;26.5;2;3;31.0;1;3;31.0;1;2;38.0;1;2;32.0;1;3;0.0;0;2;1;19.875
1560;31.53846153846154;5;30.0;26.0;33.0;0.0;30.133333333333333;21;15;4;27.0;26.0;30.0;34.0;0.0;1;19;16;3;7;5;2;1;36.0;1;3;29.5;2;3;35.0;1;3;40.0;1;2;32.0;1;2;30.0;1;3;0.0;0;2;1;27.714285714285715
1561;37.23076923076923;5;41.0;18.0;43.0;0.0;28.466666666666665;21;15;4;22.5;21.5;31.0;31.0;0.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;1;0.0
1562;26.615384615384617;4;12.5;19.0;42.0;0.0;8.0;9;9;0;0.0;0.0;5.0;11.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1563;33.69230769230769;4;43.0;35.0;26.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1564;27.846153846153847;4;32.0;18.0;31.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1565;34.30769230769231;5;27.0;31.0;47.0;0.0;33.06666666666667;18;15;5;32.0;22.0;31.0;39.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;31.0;1;2;40.0;1;2;39.0;1;3;0.0;0;2;2;30.666666666666668
1566;39.86666666666667;7;43.0;30.0;41.0;40.0;32.36666666666667;26;15;4;32.5;26.333333333333332;29.0;38.0;0.0;2;22;16;6;8;4;4;1;26.5;2;3;28.5;2;3;35.0;1;3;39.0;1;2;40.0;1;2;38.0;1;3;0.0;0;2;2;31.375
1567;42.07692307692308;6;45.0;36.0;42.0;0.0;32.86666666666667;17;15;5;32.0;33.0;25.5;37.0;0.0;2;20;14;6;7;3;4;2;24.0;2;3;17.0;2;3;30.0;1;3;31.0;1;2;0.0;0;2;37.0;1;3;0.0;0;2;1;13.9375
1568;41.0;7;42.0;35.0;42.0;42.0;32.07142857142857;14;14;5;34.0;21.0;30.0;30.0;45.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1569;33.53846153846154;4;25.5;28.5;44.0;0.0;21.181818181818183;11;11;1;18.0;0.0;22.0;38.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
1570;34.266666666666666;5;24.5;28.0;46.0;46.0;36.294117647058826;22;17;6;39.0;34.0;29.0;41.0;34.0;1;22;16;6;8;5;3;1;39.0;1;3;22.666666666666668;3;3;39.0;1;3;40.0;1;2;34.0;1;2;41.0;1;3;0.0;0;2;2;30.928571428571427
1571;42.53333333333333;7;42.0;38.0;45.0;47.0;36.55882352941177;20;17;6;32.0;28.5;33.0;47.0;39.0;1;21;18;3;8;6;2;1;27.5;2;3;34.0;1;3;33.0;1;3;40.0;1;2;47.0;1;2;47.0;1;3;45.0;1;2;2;37.833333333333336
1572;35.53333333333333;7;30.0;30.0;38.0;48.0;34.705882352941174;17;17;7;30.0;32.0;30.0;43.0;44.0;0;18;18;0;7;7;0;1;30.0;1;3;44.0;1;3;32.0;1;3;36.0;1;2;30.0;1;2;43.0;1;3;41.0;1;2;2;32.970588235294116
1575;34.266666666666666;5;28.5;29.5;39.0;42.0;32.166666666666664;21;15;6;30.5;30.0;31.0;31.0;0.0;2;24;16;8;9;6;3;1;32.666666666666664;3;3;46.0;1;3;41.0;1;3;32.5;2;2;40.0;1;2;31.0;1;3;0.0;0;2;2;30.363636363636363
