CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,PROMEDIO_OCHO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_ECO,VECES_ECO,CREDITOS_ECO,NOTA_AUTO,VECES_AUTO,CREDITOS_AUTO,NOTA_MAQEL,VECES_MAQEL,CREDITOS_MAQEL,NOTA_ELECPOT,VECES_ELECPOT,CREDITOS_ELECPOT,NOTA_ASP,VECES_ASP,CREDITOS_ASP
0,0,0,0,0,0,0,0,44,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,35.41666667,40,1,2,0,0,3,38,1,2,36,2,2,38,1,3,39,2,3,31,1,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,0,39,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,21,18,3,8,7,1,1,38.84615385,44,1,2,44,1,3,39,1,2,35,1,2,39,1,3,39,1,3,45,2,3
0,2,0,2,1,0,1,2,0,8,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,18,12,6,8,5,3,2,40,44,2,2,0,0,3,31,1,2,33,3,2,31,1,3,39,1,3,0,0,3
1,17,15,2,7,6,1,2,37.66666667,36,1,2,0,0,3,36,1,2,32,2,2,36,1,3,39,1,3,32,1,3
0,0,0,0,0,0,0,0,14,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,45,31,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
2,19,12,7,8,5,3,2,32.625,45,1,2,0,0,3,31,1,2,30,3,2,31,1,3,0,0,3,30,2,3
0,0,0,0,0,0,0,0,41,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,45,40,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,15,6,8,6,2,2,31.53846154,42,1,2,0,0,3,34,1,2,38,1,2,34,2,3,30,2,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,30.75,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,44,0,0,2,0,0,3,0,2,2,25,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,38.5,36,1,2,0,0,3,41,1,2,32,1,2,41,1,3,43,1,3,43,1,3
1,4,2,2,2,1,1,2,33.33333333,38,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.91666667,39,1,2,0,0,3,30,1,2,30,1,2,30,1,3,43,1,3,42,1,3
0,2,2,0,1,1,0,1,32,42,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,35,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,25,41,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,38,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,35.5,41,1,2,0,0,3,30,2,2,36,1,2,30,1,3,31,1,3,30,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,21,15,6,8,6,2,2,37.44444444,45,1,2,0,0,3,34,1,2,32,1,2,34,1,3,43,1,3,35,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,31,40,1,2,0,0,3,30,1,2,32,1,2,30,1,3,30,1,3,36,2,3
3,27,13,14,11,5,6,2,34.76923077,38,2,2,0,0,3,34,1,2,24,3,2,34,1,3,33,3,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,19,15,4,8,6,2,2,34.5,37,1,2,0,0,3,40,2,2,34,2,2,40,1,3,33,1,3,35,1,3
3,23,15,8,9,6,3,2,36.11111111,41,1,2,0,0,3,31,1,2,33,2,2,31,1,3,30,2,3,35,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,35.2,47,1,2,0,0,3,38,1,2,33,2,2,38,1,3,31,1,3,36,1,3
0,2,2,0,1,1,0,2,11,31,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,26,15,11,10,6,4,2,37.28571429,46,1,2,0,0,3,30,1,2,33,2,2,30,1,3,34,3,3,39,2,3
1,18,15,3,7,6,1,2,32.66666667,49,1,2,0,0,3,36,1,2,32,1,2,36,1,3,30,1,3,40,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,2,39.75,46,1,2,0,0,3,33,1,2,31,2,2,33,1,3,30,1,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,29,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,40,47,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39.33333333,45,1,2,0,0,3,44,1,2,31,1,2,44,1,3,31,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,24,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,37.41666667,39,1,2,0,0,3,44,1,2,34,2,2,44,1,3,31,2,3,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39.33333333,39,1,2,0,0,3,50,1,2,36,1,2,50,1,3,31,1,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,17,12,5,7,5,2,2,38.44444444,43,1,2,0,0,3,33,2,2,33,1,2,33,1,3,0,0,3,33,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,8,4,4,4,2,2,2,37.11111111,43,1,2,0,0,3,0,1,2,35,2,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,12,9,9,5,4,2,26.90909091,38,1,2,0,0,3,33,2,2,31,3,2,33,1,3,20,1,3,32,1,3
2,22,15,7,9,6,3,2,33.66666667,48,1,2,0,0,3,33,3,2,30,1,2,33,1,3,35,2,3,34,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,8,4,4,4,2,2,2,37.33333333,39,1,2,0,0,3,0,1,2,39,2,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,40.2,34,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,33,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,0,0,0,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,29.06666667,35,1,2,0,0,3,39,1,2,31,1,2,39,1,3,30,1,3,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,22,15,7,9,6,3,2,30,46,1,2,0,0,3,39,1,2,30,3,2,39,2,3,33,1,3,35,1,3
2,10,2,8,5,1,4,2,37.33333333,47,1,2,0,0,3,0,2,2,22,2,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,16,44,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,9,8,7,4,3,2,34,35,1,2,0,0,3,34,2,2,30,1,2,34,1,3,11,1,3,3,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,36.25,39,1,2,0,0,3,45,1,2,34,2,2,45,1,3,30,1,3,39,1,3
0,4,2,2,2,1,1,2,0,35,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
3,24,12,12,9,5,4,2,27.45454545,50,1,2,0,0,3,30,1,2,30,1,2,30,2,3,25,2,3,31,2,3
1,18,15,3,7,6,1,2,33.91666667,35,1,2,0,0,3,35,1,2,35,1,2,35,1,3,30,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,36.58333333,32,1,2,0,0,3,38,1,2,30,1,2,38,1,3,32,1,3,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,23,34,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,23,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,7.8,15,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,37.33333333,36,1,2,0,0,3,38,1,2,31,2,2,38,1,3,35,2,3,30,1,3
1,4,2,2,2,1,1,2,0,32,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,42,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,41.66666667,50,1,2,0,0,3,43,1,2,46,1,2,43,1,3,43,1,3,45,1,3
0,15,15,0,6,6,0,1,38.66666667,44,1,2,0,0,3,43,1,2,30,1,2,43,1,3,32,1,3,30,1,3
0,2,2,0,1,1,0,1,41,44,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,25.25,31,1,2,0,0,3,36,1,2,30,1,2,36,1,3,30,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,35.5,49,1,2,0,0,3,44,2,2,31,1,2,44,1,3,43,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,0,48,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,34,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,14,12,2,6,5,1,1,29.14285714,39,2,2,0,0,3,44,1,2,31,1,2,44,1,3,0,0,3,30,1,3
2,21,15,6,8,6,2,2,32.21428571,36,1,2,0,0,3,37,1,2,33,1,2,37,1,3,30,2,3,39,2,3
0,2,2,0,1,1,0,1,0,42,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,39,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,13,13,0,5,5,0,1,39.2,0,0,2,0,0,3,40,1,2,42,1,2,40,1,3,33,1,3,38,1,3
1,6,2,4,3,1,2,2,32.33333333,41,2,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
2,16,12,4,7,5,2,2,41.88888889,41,1,2,0,0,3,31,2,2,35,2,2,31,1,3,0,0,3,30,1,3
0,0,0,0,0,0,0,0,34.66666667,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,35.25,42,1,2,0,0,3,36,1,2,39,2,2,36,1,3,30,1,3,34,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,2,25.35714286,42,1,2,0,0,3,37,2,2,30,1,2,37,1,3,31,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,39,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,12,5,7,5,2,2,35,46,1,2,0,0,3,30,1,2,31,2,2,30,1,3,26,1,3,34,1,3
3,23,15,8,9,6,3,2,38.33333333,45,1,2,0,0,3,32,1,2,35,2,2,32,1,3,30,2,3,33,2,3
2,8,2,6,4,1,3,2,38,45,2,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,41,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,6,2,4,3,1,2,2,46,46,1,2,0,0,3,0,1,2,12,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,15,6,8,6,2,2,35.28571429,30,1,2,0,0,3,43,1,2,33,1,2,43,1,3,34,2,3,33,2,3
0,9,7,2,4,3,1,2,36.71428571,46,1,2,0,0,3,0,1,2,34,1,2,0,0,3,32,1,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,39,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,28.86666667,43,1,2,0,0,3,40,1,2,34,2,2,40,2,3,40,1,3,36,1,3
0,15,15,0,6,6,0,1,40.5,46,1,2,0,0,3,37,1,2,34,1,2,37,1,3,41,1,3,30,1,3
0,2,2,0,1,1,0,1,20.5,46,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,8,2,6,4,1,3,2,41,44,1,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,41,45,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.25,47,1,2,0,0,3,36,1,2,38,1,2,36,1,3,43,1,3,30,1,3
1,17,15,2,7,6,1,1,41.41666667,42,1,2,0,0,3,45,1,2,32,2,2,45,1,3,40,1,3,40,1,3
0,2,0,2,1,0,1,0,46,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,41,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,12,12,0,5,5,0,1,31.875,49,1,2,0,0,3,38,1,2,30,1,2,38,1,3,0,0,3,33,1,3
1,6,2,4,3,1,2,2,43,35,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,30.66666667,44,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,41.08333333,48,1,2,0,0,3,40,1,2,39,1,2,40,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,4,0,4,2,0,2,0,11.75,0,0,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,40.33333333,43,1,2,0,0,3,40,1,2,30,1,2,40,1,3,30,1,3,36,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,25.38461538,30,1,2,0,0,3,0,0,2,24,2,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,32,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,44,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,29.66666667,33,1,2,0,0,3,30,1,2,31,1,2,30,2,3,33,1,3,31,1,3
0,15,15,0,6,6,0,1,42.5,43,1,2,0,0,3,38,1,2,34,1,2,38,1,3,30,1,3,42,1,3
0,4,2,2,2,1,1,2,44.4,47,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,43.5,43,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,25.71428571,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,10,10,0,4,4,0,1,39.2,42,1,2,0,0,3,35,1,2,0,0,2,35,1,3,0,0,3,32,1,3
0,7,7,0,3,3,0,1,40.8,41,1,2,0,0,3,34,1,2,0,0,2,34,1,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,27.66666667,45,1,2,0,0,3,38,1,2,30,1,2,38,1,3,32,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,41,44,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,35.25,41,1,2,0,0,3,35,1,2,39,1,2,35,1,3,31,1,3,36,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,15,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
4,27,15,12,11,6,5,2,37.71428571,43,1,2,0,0,3,39,3,2,30,2,2,39,2,3,44,2,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,10,7,7,4,3,2,30.57142857,37,3,2,0,0,3,30,1,2,0,0,2,30,1,3,26,1,3,31,1,3
2,10,4,6,5,2,3,2,31.22222222,38,1,2,0,0,3,0,2,2,43,2,2,0,0,3,0,0,3,0,0,3
0,10,10,0,4,4,0,1,39.6,43,1,2,0,0,3,35,1,2,0,0,2,35,1,3,0,0,3,40,1,3
0,4,2,2,2,1,1,2,41.33333333,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,11,5,6,5,2,3,2,39.14285714,40,1,2,0,0,3,0,3,2,0,0,2,0,0,3,39,1,3,0,0,3
0,15,15,0,6,6,0,1,36.3,40,1,2,0,0,3,36,1,2,30,1,2,36,1,3,31,1,3,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,40,42,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,26.875,34,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,15,6,8,6,2,2,39.41666667,42,1,2,0,0,3,36,1,2,34,1,2,36,1,3,30,2,3,37,2,3
0,0,0,0,0,0,0,0,42,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,28.5,36,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,6,2,4,3,1,2,2,37,38,1,2,0,0,3,0,1,2,17,1,2,0,0,3,0,0,3,0,0,3
0,6,2,4,3,1,2,2,35.28571429,43,1,2,0,0,3,0,1,2,26,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,30,44,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,33,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.16666667,42,1,2,0,0,3,44,1,2,31,1,2,44,1,3,32,1,3,43,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
