LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
20;454.0;79.0;62.0;64.0;83.0;10;38.6;0;15;15;0;7;7;0;1;4;2;41.0;1;39.0;1;2;31.0;1;3;38.0;1;1;36.0;1;2;46.0;1;1;44.0;1;2;2;33.61764705882353
8;451.0;60.0;74.0;55.0;54.0;8;32.93333333333333;2;22;15;7;7;5;2;1;4;2;24.0;2;34.0;1;2;27.0;2;3;38.0;1;1;37.0;1;2;43.0;1;1;47.0;1;2;2;35.0
14;419.0;89.0;70.0;55.0;77.0;16;38.06666666666667;0;15;15;0;7;7;0;1;4;2;32.0;1;37.0;1;2;40.0;1;3;47.0;1;1;38.0;1;2;30.0;1;1;48.0;1;2;2;33.11764705882353
8;440.0;70.0;75.0;58.0;56.0;8;36.86666666666667;1;19;15;4;7;6;1;1;4;11;27.5;2;34.0;1;2;43.0;1;3;42.0;1;1;37.0;1;2;44.0;1;1;43.0;1;2;2;31.63725490196078
1;456.0;78.0;62.0;67.0;59.0;1;34.2;0;15;15;0;7;7;0;1;4;2;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;36.0;1;2;37.0;1;1;42.0;1;2;2;33.85294117647059
1;457.0;75.0;62.0;62.0;57.0;1;38.53333333333333;0;15;15;0;7;7;0;1;4;2;31.0;1;35.0;1;2;42.0;1;3;45.0;1;1;38.0;1;2;45.0;1;1;46.0;1;2;2;34.05882352941177
4;435.0;62.0;80.0;55.0;59.0;4;34.4;1;19;15;4;7;7;0;1;4;2;30.5;2;30.0;1;2;30.0;1;3;44.0;1;1;37.0;1;2;40.0;1;1;43.0;1;2;2;36.11764705882353
19;448.0;83.0;59.0;55.0;50.0;19;35.333333333333336;1;19;15;4;7;7;0;1;4;11;30.5;2;35.0;1;2;33.0;1;3;41.0;1;1;40.0;1;2;30.0;1;1;44.0;1;2;2;32.470588235294116
18;435.0;75.0;70.0;58.0;56.0;8;35.4;0;15;15;0;7;7;0;1;4;2;30.0;1;35.0;1;2;32.0;1;3;40.0;1;1;37.0;1;2;41.0;1;1;45.0;1;2;2;34.1764705882353
20;440.0;79.0;66.0;67.0;54.0;7;36.266666666666666;1;19;15;4;7;7;0;1;4;2;34.0;2;34.0;1;2;40.0;1;3;42.0;1;1;37.0;1;2;38.0;1;1;33.0;1;2;2;35.205882352941174
20;431.0;74.0;69.0;55.0;48.0;20;36.06666666666667;1;19;15;4;7;7;0;1;4;11;31.0;2;33.0;1;2;37.0;1;3;43.0;1;1;38.0;1;2;41.0;1;1;40.0;1;2;2;32.82222222222222
10;437.0;78.0;66.0;55.0;68.0;10;36.6;0;15;15;0;7;7;0;1;4;2;30.0;1;38.0;1;2;41.0;1;3;41.0;1;1;37.0;1;2;41.0;1;1;37.0;1;2;2;35.44117647058823
19;459.0;65.0;70.0;62.0;74.0;19;38.266666666666666;1;19;15;4;7;7;0;1;4;2;34.0;2;44.0;1;2;38.0;1;3;44.0;1;1;38.0;1;2;30.0;1;1;43.0;1;2;3;43.05882352941177
17;434.0;71.0;74.0;58.0;71.0;20;29.23076923076923;2;19;13;6;6;4;2;2;4;9;17.5;2;29.0;2;2;34.0;1;3;42.0;1;1;39.0;1;2;30.0;1;1;0.0;0;2;1;18.9
20;445.0;68.0;70.0;57.0;83.0;18;10.461538461538462;6;28;15;13;6;0;6;1;4;9;11.5;2;10.0;2;2;11.0;2;3;11.5;2;1;10.0;2;2;5.5;2;1;0.0;1;2;1;0.0
16;437.0;78.0;66.0;61.0;51.0;8;37.86666666666667;0;15;15;0;7;7;0;1;4;2;34.0;1;35.0;1;2;42.0;1;3;46.0;1;1;39.0;1;2;30.0;1;1;41.0;1;2;2;33.73529411764706
2;420.0;71.0;80.0;53.0;53.0;13;16.466666666666665;0;15;15;0;7;1;6;2;4;9;16.0;1;15.0;1;2;13.0;1;3;42.0;1;1;19.0;1;2;10.0;1;1;12.0;1;2;1;0.0
20;453.0;60.0;74.0;64.0;66.0;20;36.8;1;19;15;4;7;6;1;1;4;2;28.5;2;37.0;1;2;43.0;1;3;43.0;1;1;37.0;1;2;30.0;1;1;44.0;1;2;2;37.705882352941174
7;450.0;65.0;66.0;62.0;89.0;8;35.93333333333333;0;15;15;0;7;7;0;1;4;2;31.0;1;33.0;1;2;35.0;1;3;41.0;1;1;39.0;1;2;41.0;1;1;42.0;1;2;2;34.1764705882353
15;425.0;83.0;62.0;57.0;60.0;15;35.2;0;15;15;0;7;7;0;1;4;2;30.0;1;36.0;1;2;30.0;1;3;37.0;1;1;39.0;1;2;41.0;1;1;45.0;1;2;2;35.73529411764706
11;431.0;54.0;80.0;55.0;89.0;11;23.8;0;10;10;0;4;0;4;2;4;9;19.0;1;0.0;0;2;29.0;1;3;23.0;1;1;26.0;1;2;0.0;0;1;0.0;0;2;1;0.0
14;439.0;68.0;70.0;62.0;77.0;14;33.2;0;15;15;0;7;7;0;1;4;9;32.0;1;33.0;1;2;32.0;1;3;30.0;1;1;36.0;1;2;40.0;1;1;33.0;1;2;1;24.533333333333335
20;441.0;81.0;61.0;63.0;75.0;11;33.333333333333336;0;15;15;0;7;7;0;1;4;11;31.0;1;32.0;1;2;39.0;1;3;35.0;1;1;34.0;1;2;32.0;1;1;30.0;1;2;2;31.294117647058822
4;463.0;65.0;59.0;57.0;100.0;10;13.307692307692308;0;13;13;0;6;0;6;2;4;9;14.0;1;14.0;1;2;13.0;1;3;13.0;1;1;16.0;1;2;5.0;1;1;0.0;0;2;1;0.0
9;434.0;71.0;66.0;59.0;56.0;9;9.5;0;13;13;0;5;0;5;2;4;9;4.0;1;13.0;1;2;12.0;1;3;8.0;1;1;14.0;1;2;0.0;1;1;0.0;0;2;1;0.0
16;450.0;86.0;53.0;58.0;35.0;16;33.61538461538461;1;17;13;4;6;6;0;1;4;2;30.5;2;32.0;1;2;38.0;1;3;37.0;1;1;35.0;1;2;30.0;1;1;0.0;0;2;2;30.7
20;442.0;78.0;62.0;62.0;57.0;20;39.0;0;15;15;0;7;7;0;1;4;2;37.0;1;37.0;1;2;42.0;1;3;42.0;1;1;36.0;1;2;41.0;1;1;41.0;1;2;3;41.94117647058823
13;440.0;74.0;62.0;53.0;66.0;8;36.13333333333333;1;19;15;4;7;7;0;1;4;4;32.5;2;36.0;1;2;40.0;1;3;38.0;1;1;34.0;1;2;38.0;1;1;38.0;1;2;2;35.294117647058826
10;409.3;82.69;67.99;51.06;31.94;11;29.93939393939394;2;17;13;4;5;4;1;2;4;9;30.0;1;0.0;2;2;37.0;1;3;1.3333333333333333;3;1;30.0;1;2;37.0;1;1;0.0;0;2;1;26.555555555555557
1;423.0;86.0;62.0;65.0;52.0;1;36.766666666666666;2;20;15;5;7;6;1;1;4;11;41.0;1;27.5;2;2;30.5;2;3;45.0;1;1;31.0;1;2;42.0;1;1;46.0;1;2;1;28.529411764705884
9;419.0;71.0;70.0;49.0;71.0;9;36.6;0;15;15;0;7;7;0;1;4;2;38.0;1;36.0;1;2;32.0;1;3;39.0;1;1;38.0;1;2;30.0;1;1;42.0;1;2;2;36.411764705882355
20;423.0;68.0;74.0;53.0;46.0;20;32.38461538461539;1;17;13;4;6;5;1;1;4;9;26.5;2;36.0;1;2;34.0;1;3;32.0;1;1;34.0;1;2;41.0;1;1;0.0;0;2;1;27.916666666666668
16;437.0;74.0;62.0;64.0;60.0;16;36.06666666666667;0;15;15;0;7;7;0;1;4;2;34.0;1;34.0;1;2;32.0;1;3;39.0;1;1;38.0;1;2;30.0;1;1;48.0;1;2;2;36.3235294117647
1;443.0;70.0;64.0;58.0;83.0;1;37.0;1;19;15;4;7;7;0;1;4;2;30.5;2;36.0;1;2;40.0;1;3;41.0;1;1;38.0;1;2;44.0;1;1;40.0;1;2;2;35.5
8;438.0;71.0;66.0;57.0;54.0;8;23.46666666666666;2;25;15;10;7;4;3;2;4;9;10.666666666666666;3;32.0;1;2;35.0;1;3;32.0;1;1;37.0;1;2;10.333333333333334;3;1;12.0;1;2;1;10.458333333333334
20;425.0;65.0;80.0;59.0;54.0;20;37.333333333333336;1;19;15;4;7;7;0;1;4;2;32.0;2;38.0;1;2;40.0;1;3;36.0;1;1;35.0;1;2;42.0;1;1;44.0;1;2;2;35.23529411764706
4;439.0;71.0;66.0;59.0;68.0;4;37.733333333333334;0;15;15;0;7;7;0;1;4;2;32.0;1;38.0;1;2;42.0;1;3;42.0;1;1;38.0;1;2;32.0;1;1;43.0;1;2;2;37.705882352941174
20;408.0;68.0;80.0;55.0;57.0;20;22.666666666666668;3;21;13;8;5;2;3;1;4;9;13.5;2;18.0;2;2;38.0;1;3;42.0;1;1;13.0;2;2;0.0;1;1;0.0;0;2;1;11.25
4;440.0;71.0;62.0;55.0;56.0;15;36.666666666666664;0;15;15;0;7;7;0;1;4;2;32.0;1;36.0;1;2;37.0;1;3;37.0;1;1;38.0;1;2;30.0;1;1;48.0;1;2;2;36.470588235294116
4;444.0;65.0;66.0;53.0;59.0;4;39.06666666666667;0;15;15;0;7;6;1;1;4;9;28.0;1;40.0;1;2;48.0;1;3;42.0;1;1;40.0;1;2;34.0;1;1;47.0;1;2;1;0.0
20;405.0;69.0;75.0;38.0;60.0;20;13.428571428571429;0;13;13;0;3;0;3;2;4;9;8.0;1;0.0;1;2;0.0;1;3;0.0;1;1;28.0;1;2;6.0;1;1;0.0;0;2;1;0.0
16;425.0;68.0;74.0;61.0;54.0;7;37.6;1;19;15;4;7;7;0;1;4;2;31.5;2;36.0;1;2;37.0;1;3;40.0;1;1;41.0;1;2;43.0;1;1;45.0;1;2;2;37.294117647058826
7;449.0;65.0;66.0;71.0;57.0;7;38.53333333333333;2;22;15;7;7;7;0;1;4;2;33.0;2;40.0;1;2;31.0;2;3;41.0;1;1;50.0;1;2;44.0;1;1;44.0;1;2;2;39.705882352941174
14;451.0;83.0;50.0;64.0;63.0;10;39.63333333333333;1;18;15;3;7;7;0;1;4;2;34.0;1;38.0;1;2;37.5;2;3;41.0;1;1;47.0;1;2;45.0;1;1;45.0;1;2;2;39.8235294117647
8;459.0;68.0;62.0;71.0;66.0;8;34.43333333333333;2;22;15;7;7;7;0;1;4;2;30.0;2;34.0;1;2;32.5;2;3;45.0;1;1;30.0;1;2;44.0;1;1;41.0;1;2;2;34.56666666666667
10;429.0;71.0;66.0;55.0;56.0;9;36.233333333333334;1;18;15;3;7;7;0;1;4;11;36.0;1;42.0;1;2;30.5;2;3;37.0;1;1;30.0;1;2;41.0;1;1;43.0;1;2;2;35.13333333333333
7;417.0;68.0;74.0;51.0;59.0;7;35.2;2;25;15;10;7;6;1;1;4;11;32.5;2;37.0;1;2;29.0;3;3;45.0;1;1;33.0;1;2;38.0;1;1;44.0;1;2;2;34.38235294117647
8;416.0;83.0;62.0;55.0;58.0;8;28.717948717948715;3;24;13;11;6;3;3;1;4;9;29.5;2;30.0;1;2;23.0;2;3;36.0;1;1;24.666666666666668;3;2;41.0;1;1;0.0;0;2;1;24.666666666666668
20;438.0;62.0;69.0;62.0;83.0;20;40.86666666666667;0;15;15;0;7;7;0;1;4;2;36.0;1;41.0;1;2;32.0;1;3;47.0;1;1;50.0;1;2;46.0;1;1;49.0;1;2;2;39.088235294117645
11;414.0;62.0;80.0;57.0;47.0;11;34.69230769230769;1;17;13;4;6;6;0;1;4;9;30.5;2;33.0;1;2;40.0;1;3;40.0;1;1;30.0;1;2;43.0;1;1;0.0;0;2;2;30.066666666666666
11;436.0;75.0;62.0;59.0;74.0;11;33.23076923076923;1;17;13;4;6;6;0;1;4;9;30.0;2;31.0;1;2;34.0;1;3;46.0;1;1;30.0;1;2;42.0;1;1;0.0;0;2;2;30.444444444444446
8;433.0;61.0;75.0;60.0;63.0;18;31.76923076923077;2;20;13;7;6;4;2;1;4;9;28.0;2;31.0;1;2;28.0;2;3;40.0;1;1;37.0;1;2;41.0;1;1;0.0;0;2;2;32.06666666666667
20;439.0;68.0;65.0;65.0;54.0;20;37.93333333333333;2;25;15;10;7;6;1;1;4;2;33.5;2;35.0;1;2;29.666666666666668;3;3;40.0;1;1;47.0;1;2;44.0;1;1;49.0;1;2;2;35.588235294117645
20;435.0;85.0;60.0;77.0;60.0;20;29.4;2;16;10;6;5;3;2;2;4;9;23.0;2;26.5;2;2;0.0;0;3;36.0;1;1;37.0;1;2;39.0;1;1;0.0;0;2;1;20.25
10;426.0;75.0;62.0;55.0;58.0;21;14.307692307692308;0;13;13;0;6;2;4;2;4;9;5.0;1;11.0;1;2;8.0;1;3;40.0;1;1;20.0;1;2;40.0;1;1;0.0;0;2;1;0.0
11;460.0;68.0;59.0;67.0;59.0;11;37.9;1;18;15;3;7;6;1;1;4;2;31.0;1;40.0;1;2;26.5;2;3;41.0;1;1;50.0;1;2;44.0;1;1;50.0;1;2;2;35.294117647058826
11;447.0;75.0;56.0;60.0;74.0;11;36.6;1;18;15;3;7;6;1;1;4;11;42.0;1;32.0;1;2;22.0;2;3;43.0;1;1;42.0;1;2;42.0;1;1;41.0;1;2;2;36.94117647058823
17;451.0;75.0;53.0;57.0;77.0;10;24.923076923076923;1;17;13;4;6;4;2;2;4;9;20.0;2;30.0;1;2;11.0;1;3;47.0;1;1;30.0;1;2;44.0;1;1;0.0;0;2;1;16.75
20;410.0;65.0;73.0;53.0;47.0;20;33.63333333333333;2;22;15;7;7;5;2;1;4;2;27.0;2;34.0;1;2;24.5;2;3;38.0;1;1;43.0;1;2;43.0;1;1;44.0;1;2;2;34.411764705882355
16;424.0;78.0;59.0;53.0;59.0;16;34.4;2;25;15;10;7;6;1;1;4;2;28.5;2;32.0;1;2;31.666666666666668;3;3;39.0;1;1;40.0;1;2;44.0;1;1;40.0;1;2;2;33.6764705882353
15;422.0;71.0;66.0;55.0;89.0;15;38.93333333333333;1;18;15;3;7;7;0;1;4;2;34.0;1;40.0;1;2;30.0;2;3;47.0;1;1;44.0;1;2;47.0;1;1;48.0;1;2;2;39.411764705882355
20;429.0;59.0;74.0;55.0;47.0;20;34.8;2;22;15;7;7;7;0;1;4;11;30.5;2;38.0;1;2;30.0;2;3;39.0;1;1;37.0;1;2;41.0;1;1;40.0;1;2;2;33.76470588235294
20;430.0;71.0;62.0;57.0;48.0;20;36.8;1;19;15;4;7;7;0;1;4;11;30.0;2;31.0;1;2;45.0;1;3;33.0;1;1;37.0;1;2;44.0;1;1;42.0;1;2;2;35.529411764705884
8;448.0;74.0;56.0;57.0;80.0;8;37.266666666666666;2;22;15;7;7;7;0;1;4;2;33.0;2;36.0;1;2;32.0;2;3;41.0;1;1;40.0;1;2;42.0;1;1;48.0;1;2;2;35.029411764705884
20;439.0;65.0;65.0;60.0;58.0;20;10.0;0;13;13;0;6;0;6;2;4;9;7.0;1;10.0;1;2;10.0;1;3;16.0;1;1;14.0;1;2;8.0;1;1;0.0;0;2;1;0.0
17;439.0;65.0;66.0;64.0;100.0;16;28.692307692307693;3;20;13;7;6;4;2;1;4;9;30.0;2;31.0;1;2;32.0;1;3;8.0;2;1;21.5;2;2;44.0;1;1;0.0;0;2;1;9.625
20;425.0;78.0;59.0;57.0;56.0;20;36.666666666666664;2;22;15;7;7;6;1;1;4;2;27.5;2;38.0;1;2;31.0;2;3;43.0;1;1;50.0;1;2;44.0;1;1;42.0;1;2;2;37.294117647058826
17;463.0;74.0;50.0;71.0;63.0;16;35.266666666666666;0;15;15;0;7;7;0;1;4;11;30.0;1;38.0;1;2;34.0;1;3;38.0;1;1;30.0;1;2;43.0;1;1;45.0;1;2;2;36.3235294117647
1;415.0;68.0;70.0;53.0;51.0;10;28.615384615384617;0;13;13;0;6;5;1;2;4;9;30.0;1;32.0;1;2;7.0;1;3;42.0;1;1;39.0;1;2;47.0;1;1;0.0;0;2;1;9.8
12;437.0;74.0;62.0;71.0;59.0;12;33.166666666666664;3;24;15;9;7;5;2;1;4;11;32.0;2;27.5;2;2;27.5;2;3;39.0;1;1;34.0;1;2;41.0;1;1;42.0;1;2;2;39.4
10;446.0;71.0;55.0;55.0;74.0;11;8.0;0;12;12;0;5;0;5;2;4;9;6.0;1;5.0;1;2;11.0;1;3;0.0;0;1;7.0;1;2;15.0;1;1;0.0;0;2;1;0.0
11;392.0;67.0;55.0;56.0;94.0;10;34.84615384615385;2;23;13;10;6;5;1;1;4;11;30.0;2;33.0;1;2;27.333333333333332;3;3;41.0;1;1;50.0;1;2;44.0;1;1;0.0;0;2;2;33.96666666666667
20;383.0;61.0;55.0;55.0;55.0;20;32.30769230769231;2;19;13;6;6;4;2;1;4;9;29.0;2;30.0;1;2;41.0;1;3;46.0;1;1;18.5;2;2;38.0;1;1;0.0;0;2;2;32.333333333333336
8;362.0;46.0;62.0;58.0;83.0;8;26.974358974358974;3;28;13;15;6;3;3;1;4;9;20.666666666666668;3;28.0;3;2;25.0;2;3;36.0;1;1;30.0;1;2;41.0;1;1;0.0;0;2;1;24.0
9;380.0;58.0;40.0;59.0;66.0;9;31.0;3;24;15;9;7;4;3;1;4;9;27.0;2;28.5;2;2;29.0;2;3;39.0;1;1;30.0;1;2;42.0;1;1;36.0;1;2;1;28.2
20;409.0;57.0;62.0;64.0;43.0;20;10.76923076923077;0;13;13;0;6;0;6;2;4;9;9.0;1;10.0;1;2;12.0;1;3;11.0;1;1;14.0;1;2;9.0;1;1;0.0;0;2;1;0.0
1;436.0;68.0;74.0;51.0;52.0;1;24.46153846153846;2;27;13;14;6;4;2;2;4;9;11.0;3;36.0;1;2;16.333333333333332;3;3;37.0;1;1;37.0;1;2;42.0;1;1;0.0;0;2;1;10.5
10;418.0;65.0;62.0;45.0;68.0;10;36.333333333333336;0;15;15;0;7;7;0;1;4;2;31.0;1;41.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;43.0;1;1;43.0;1;2;2;35.38235294117647
9;396.0;57.0;59.0;55.0;58.0;9;32.820512820512825;1;21;13;8;6;5;1;1;4;9;22.666666666666668;3;31.0;1;2;32.0;1;3;42.0;1;1;47.0;1;2;42.0;1;1;0.0;0;2;1;26.25
19;387.0;67.0;50.0;52.0;52.0;19;35.2;1;19;15;4;7;7;0;1;4;2;30.0;2;34.0;1;2;35.0;1;3;38.0;1;1;37.0;1;2;41.0;1;1;41.0;1;2;2;38.529411764705884
20;363.0;55.0;53.0;48.0;50.0;20;34.666666666666664;2;21;15;6;7;6;1;1;4;13;29.0;2;30.0;2;2;32.0;1;3;41.0;1;1;50.0;1;2;45.0;1;1;31.0;1;2;1;27.08823529411765
5;474.0;81.0;77.0;63.0;45.0;5;37.46153846153846;1;15;13;2;6;5;1;1;4;9;40.0;1;23.0;2;2;40.0;1;3;38.0;1;1;40.0;1;2;43.0;1;1;0.0;0;2;1;17.714285714285715
11;453.0;77.0;83.0;58.0;61.0;10;42.30769230769231;0;13;13;0;6;6;0;1;4;9;44.0;1;32.0;1;2;44.0;1;3;43.0;1;1;43.0;1;2;49.0;1;1;0.0;0;2;2;34.666666666666664
20;456.0;78.0;74.0;62.0;51.0;20;44.06666666666667;0;15;15;0;7;7;0;1;4;2;43.0;1;42.0;1;2;46.0;1;3;45.0;1;1;43.0;1;2;48.0;1;1;44.0;1;2;2;37.705882352941174
21;479.0;83.0;69.0;68.0;59.0;21;41.666666666666664;0;15;15;0;7;7;0;1;4;11;44.0;1;39.0;1;2;44.0;1;3;41.0;1;1;42.0;1;2;46.0;1;1;34.0;1;2;2;34.8235294117647
10;458.0;74.0;79.0;60.0;54.0;10;9.461538461538462;0;13;13;0;6;1;5;2;4;9;5.0;1;3.0;1;2;9.0;1;3;12.0;1;1;14.0;1;2;30.0;1;1;0.0;0;2;1;0.0
20;441.0;68.0;83.0;58.0;49.0;20;25.76923076923077;0;13;13;0;6;3;3;2;4;9;20.0;1;12.0;1;2;25.0;1;3;34.0;1;1;41.0;1;2;40.0;1;1;0.0;0;2;1;0.0
20;452.0;82.0;66.0;62.0;53.0;20;40.8;0;15;15;0;7;7;0;1;4;2;35.0;1;37.0;1;2;45.0;1;3;40.0;1;1;43.0;1;2;47.0;1;1;45.0;1;2;2;35.76470588235294
19;468.0;64.0;73.0;63.0;70.0;19;8.75;0;13;13;0;5;0;5;2;4;9;10.0;1;3.0;1;2;6.0;1;3;9.0;1;1;16.0;1;2;0.0;1;1;0.0;0;2;1;0.0
16;448.0;65.0;77.0;52.0;54.0;8;36.53333333333333;1;19;15;4;7;6;1;1;4;2;26.5;2;35.0;1;2;42.0;1;3;38.0;1;1;44.0;1;2;50.0;1;1;35.0;1;2;2;36.0
20;452.0;84.0;62.0;64.0;68.0;20;34.07692307692308;1;15;13;2;6;5;1;1;4;9;43.0;1;9.5;2;2;35.0;1;3;34.0;1;1;33.0;1;2;47.0;1;1;0.0;0;2;1;8.466666666666667
10;436.0;74.0;74.0;51.0;58.0;7;22.923076923076923;3;26;13;13;6;3;3;1;4;9;7.0;3;18.5;2;2;25.0;2;3;34.0;1;1;39.0;1;2;46.0;1;1;0.0;0;2;1;18.72222222222222
10;429.0;81.0;68.0;50.0;53.0;11;33.38461538461539;1;15;13;2;6;5;1;1;4;9;38.0;1;29.0;2;2;30.0;1;3;32.0;1;1;35.0;1;2;32.0;1;1;0.0;0;2;2;31.133333333333333
10;436.0;68.0;74.0;51.0;43.0;10;31.53846153846154;2;19;13;6;6;5;1;1;4;11;30.0;2;26.0;2;2;30.0;1;3;38.0;1;1;33.0;1;2;44.0;1;1;0.0;0;2;2;30.133333333333333
11;436.0;71.0;72.0;52.0;80.0;11;37.23076923076923;1;17;13;4;6;5;1;1;4;9;41.0;1;18.0;3;2;37.0;1;3;39.0;1;1;43.0;1;2;48.0;1;1;0.0;0;2;1;28.466666666666665
10;436.0;83.0;62.0;59.0;57.0;9;26.615384615384617;2;19;13;6;6;4;2;2;4;9;12.5;2;19.0;2;2;33.0;1;3;30.0;1;1;42.0;1;2;45.0;1;1;0.0;0;2;1;8.0
20;443.0;83.0;59.0;59.0;94.0;20;33.69230769230769;0;13;13;0;6;4;2;1;4;9;43.0;1;35.0;1;2;24.0;1;3;40.0;1;1;26.0;1;2;32.0;1;1;0.0;0;2;1;0.0
2;430.0;75.0;70.0;57.0;66.0;14;27.846153846153847;0;13;13;0;6;4;2;2;4;9;32.0;1;18.0;1;2;22.0;1;3;38.0;1;1;31.0;1;2;32.0;1;1;0.0;0;2;1;0.0
7;463.0;65.0;59.0;47.0;75.0;7;34.30769230769231;1;17;13;4;6;5;1;1;4;13;27.0;2;31.0;1;2;31.0;1;3;42.0;1;1;47.0;1;2;47.0;1;1;0.0;0;2;2;33.06666666666667
17;440.0;64.0;75.0;59.0;53.0;18;39.86666666666667;0;15;15;0;7;7;0;1;4;1;43.0;1;30.0;1;2;38.0;1;3;44.0;1;1;41.0;1;2;46.0;1;1;40.0;1;2;2;32.36666666666667
11;432.0;81.0;68.0;58.0;47.0;11;42.07692307692308;0;13;13;0;6;6;0;1;4;9;45.0;1;36.0;1;2;41.0;1;3;40.0;1;1;42.0;1;2;48.0;1;1;0.0;0;2;2;32.86666666666667
20;420.0;74.0;72.0;47.0;73.0;20;41.0;0;15;15;0;7;7;0;1;4;9;42.0;1;35.0;1;2;39.0;1;3;44.0;1;1;42.0;1;2;48.0;1;1;42.0;1;2;2;32.07142857142857
20;436.0;68.0;72.0;60.0;69.0;11;33.53846153846154;2;19;13;6;6;4;2;1;4;9;25.5;2;28.5;2;2;35.0;1;3;40.0;1;1;44.0;1;2;44.0;1;1;0.0;0;2;1;21.181818181818183
16;437.0;71.0;65.0;55.0;50.0;8;34.266666666666666;3;29;15;14;7;5;2;1;4;11;24.5;2;28.0;3;2;30.666666666666668;3;3;36.0;1;1;46.0;1;2;48.0;1;1;46.0;1;2;2;36.294117647058826
14;443.0;63.0;68.0;58.0;53.0;18;42.53333333333333;0;15;15;0;7;7;0;1;4;2;42.0;1;38.0;1;2;41.0;1;3;39.0;1;1;45.0;1;2;48.0;1;1;47.0;1;2;2;36.55882352941177
8;438.0;75.0;62.0;53.0;60.0;8;35.53333333333333;0;15;15;0;7;7;0;1;4;11;30.0;1;30.0;1;2;34.0;1;3;35.0;1;1;38.0;1;2;44.0;1;1;48.0;1;2;2;34.705882352941174
8;437.0;86.0;55.0;63.0;43.0;19;23.307692307692307;0;13;13;0;6;3;3;2;4;9;23.0;1;17.0;1;2;13.0;1;3;31.0;1;1;34.0;1;2;39.0;1;1;0.0;0;2;1;0.0
7;438.0;74.0;59.0;55.0;58.0;20;34.266666666666666;3;24;15;9;7;5;2;1;4;12;28.5;2;29.5;2;2;33.0;2;3;34.0;1;1;39.0;1;2;46.0;1;1;42.0;1;2;2;32.166666666666664
14;442.0;71.0;62.0;45.0;57.0;9;40.333333333333336;0;15;15;0;7;7;0;1;4;11;39.0;1;34.0;1;2;39.0;1;3;41.0;1;1;44.0;1;2;47.0;1;1;44.0;1;2;2;35.76470588235294
20;431.0;71.0;66.0;67.0;48.0;20;38.46666666666667;1;19;15;4;7;6;1;1;4;2;29.5;2;39.0;1;2;39.0;1;3;38.0;1;1;43.0;1;2;48.0;1;1;46.0;1;2;2;38.6764705882353
20;427.0;68.0;68.0;50.0;63.0;20;35.333333333333336;2;21;15;6;7;6;1;1;4;2;25.5;2;32.5;2;2;34.0;1;3;38.0;1;1;43.0;1;2;49.0;1;1;44.0;1;2;2;38.0
19;440.0;74.0;62.0;72.0;53.0;19;35.266666666666666;1;23;15;8;7;6;1;1;4;11;29.0;3;32.0;1;2;30.0;1;3;36.0;1;1;44.0;1;2;45.0;1;1;45.0;1;2;2;35.96666666666667
8;388.0;89.0;70.0;47.0;47.0;15;35.266666666666666;1;19;15;4;7;7;0;1;4;2;30.5;2;31.0;1;2;31.0;1;3;38.0;1;1;42.0;1;2;46.0;1;1;42.0;1;2;2;33.26470588235294
16;428.0;65.0;74.0;59.0;39.0;16;34.48717948717949;1;21;13;8;6;5;1;1;4;9;26.333333333333332;3;32.0;1;2;35.0;1;3;37.0;1;1;44.0;1;2;49.0;1;1;0.0;0;2;2;31.75
20;442.0;54.0;74.0;67.0;59.0;20;28.076923076923077;0;13;13;0;6;4;2;2;4;9;18.0;1;28.0;1;2;31.0;1;3;34.0;1;1;40.0;1;2;30.0;1;1;0.0;0;2;1;0.0
20;435.0;57.0;74.0;57.0;48.0;20;27.153846153846153;1;17;13;4;6;5;1;2;4;9;8.0;2;31.0;1;2;32.0;1;3;36.0;1;1;41.0;1;2;45.0;1;1;0.0;0;2;1;8.333333333333334
10;450.0;74.0;53.0;59.0;66.0;10;34.0;0;13;13;0;6;5;1;1;4;9;32.0;1;24.0;1;2;37.0;1;3;37.0;1;1;43.0;1;2;32.0;1;1;0.0;0;2;1;0.0
11;432.0;60.0;70.0;55.0;54.0;8;35.06666666666667;1;19;15;4;7;6;1;1;4;2;28.0;2;31.0;1;2;30.0;1;3;39.0;1;1;43.0;1;2;47.0;1;1;45.0;1;2;2;34.0
