PROMEDIO_DOS,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,RENDIMIENTO_2,NOTA_SEGUNDA_LENGUA_UNO,VECES_SEGUNDA_LENGUA_UNO,CREDITOS_SEGUNDA_LENGUA_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_FISICA_UNO,VECES_FISICA_UNO,CREDITOS_FISICA_UNO,NOTA_INTEGRAL,VECES_INTEGRAL,CREDITOS_INTEGRAL,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_PROG_ORIENTADA,VECES_PROG_ORIENTADA,CREDITOS_PROG_ORIENTADA,NOTA_ETICA,VECES_ETICA,CREDITOS_ETICA,NOTA_GT_UNO,VECES_GT_UNO,CREDITOS_GT_UNO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.70588235,0,17,17,0,7,7,0,1,3,45,1,2,0,0,0,32,1,3,46,1,3,32,1,3,50,1,3,48,1,2,43,1,1
38,0,16,16,0,6,6,0,1,2,45,1,2,0,0,0,39,1,3,36,1,3,40,1,3,33,1,3,37,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.64705882,0,17,17,0,7,7,0,1,3,44,1,2,0,0,0,32,1,3,39,1,3,48,1,3,50,1,3,45,1,2,40,1,1
43.35294118,0,17,17,0,7,7,0,1,3,46,1,2,0,0,0,41,1,3,46,1,3,44,1,3,42,1,3,45,1,2,36,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.52941176,0,17,17,0,7,7,0,1,2,44,1,2,0,0,0,34,1,3,35,1,3,44,1,3,35,1,3,45,1,2,33,1,1
41.06666667,0,15,15,0,6,6,0,1,3,0,0,0,0,0,0,44,1,3,30,1,3,38,1,3,50,1,3,45,1,2,40,1,1
38.76470588,0,17,17,0,7,7,0,1,2,37,1,2,0,0,0,39,1,3,32,1,3,39,1,3,39,1,3,44,1,2,50,1,1
36.64705882,0,17,17,0,7,7,0,1,2,45,1,2,0,0,0,31,1,3,38,1,3,31,1,3,35,1,3,47,1,2,34,1,1
37.94736842,0,19,16,3,8,7,1,1,2,50,1,2,37,1,2,34,1,3,27,1,3,35,1,3,43,1,3,47,1,2,36,1,1
31.375,1,20,17,3,8,7,1,2,2,42,1,2,0,0,0,30.5,2,3,33,1,3,33,1,3,40,1,3,42,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,3,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,3,0,0,0,0,0,0
40.11111111,0,18,18,0,7,7,0,1,3,46,1,2,31,1,2,38,1,3,31,1,3,40,1,3,49,1,3,47,1,2,0,0,0
42.33333333,0,15,15,0,6,6,0,1,3,0,0,0,0,0,0,37,1,3,37,1,3,48,1,3,44,1,3,48,1,2,41,1,1
27.25,0,8,3,5,4,2,2,2,1,0,0,0,22,1,2,0,0,0,18,1,3,0,0,0,0,0,0,42,1,2,36,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.21428571,0,14,11,3,6,5,1,1,2,43,1,2,0,0,0,29,1,3,0,0,0,33,1,3,40,1,3,46,1,2,37,1,1
37.78571429,0,14,14,0,5,5,0,1,2,0,0,0,0,0,0,32,1,3,32,1,3,37,1,3,46,1,3,44,1,2,0,0,0
37.84615385,0,13,13,0,5,5,0,1,2,46,1,2,0,0,0,31,1,3,0,0,0,30,1,3,39,1,3,50,1,2,0,0,0
30,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0
22.69230769,1,13,4,9,5,2,3,2,1,38,1,2,30,1,2,0,0,0,26,1,3,27,2,3,0,0,0,0,0,0,0,0,0
30,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0
43.85714286,0,14,14,0,5,5,0,1,3,0,0,0,0,0,0,39,1,3,37,1,3,49,1,3,47,1,3,49,1,2,0,0,0
24.21428571,2,21,9,12,8,4,4,2,1,0,0,0,0,0,0,31,1,3,24.5,2,3,28,2,3,44,1,3,38,1,2,50,1,1
11.66666667,0,9,0,9,3,0,3,2,1,0,0,0,0,0,0,14,1,3,0,0,0,7,1,3,14,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.15909091,1,22,16,6,9,7,2,1,2,38,1,2,32,1,2,37,1,3,26.5,2,3,36,1,3,45,1,3,47,1,2,40,1,1
30.625,0,16,13,3,6,5,1,2,2,33,1,2,0,0,0,30,1,3,17,1,3,33,1,3,30,1,3,47,1,2,0,0,0
36.23529412,0,17,15,2,7,6,1,1,2,23,1,2,0,0,0,30,1,3,31,1,3,39,1,3,42,1,3,47,1,2,50,1,1
27.29411765,1,17,11,6,7,5,2,2,1,38,1,2,0,0,0,33,1,3,0,0,0,39,1,3,18,2,3,41,1,2,36,1,1
31.95,1,20,17,3,8,7,1,2,2,48,1,2,0,0,0,31,1,3,33,2,3,31,1,3,44,1,3,47,1,2,32,1,1
37.4,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,47,1,2,0,0,0
12.28571429,0,14,0,14,5,0,5,2,1,0,0,0,0,0,0,18,1,3,1,1,3,7,1,3,18,1,3,20,1,2,0,0,0
24.4,0,5,2,3,2,1,1,2,1,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,46,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,4,0,4,2,0,2,2,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.78571429,0,14,14,0,6,6,0,1,2,38,1,2,0,0,0,30,1,3,0,0,0,37,1,3,35,1,3,30,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.26470588,1,17,8,9,7,4,3,2,1,46,1,2,0,0,0,0,0,0,21,1,3,25.5,2,3,44,1,3,42,1,2,50,1,1
25.09090909,2,22,10,12,8,4,4,2,1,50,1,2,0,0,0,30,1,3,27,2,3,28,2,3,39,1,3,40,1,2,0,0,0
15.3,2,20,4,16,8,2,6,2,1,29,2,2,34,1,2,0,0,0,0,1,3,23,1,3,11,2,3,39,1,2,0,0,0
30.02777778,1,18,12,6,7,5,2,2,2,0,0,0,0,0,0,34,1,3,28.5,2,3,32,1,3,42,1,3,44,1,2,43,1,1
18.5,0,6,0,6,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,3,11,1,3,0,0,0,0,0,0
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
38.52941176,0,17,17,0,7,7,0,1,2,35,1,2,0,0,0,39,1,3,30,1,3,35,1,3,45,1,3,44,1,2,50,1,1
21.64,3,25,10,15,9,4,5,2,1,50,1,2,0,0,0,29.5,2,3,19.5,2,3,33,2,3,39,1,3,39,1,2,0,0,0
3,0,8,0,8,3,0,3,2,1,0,0,0,0,0,0,0,1,3,0,0,0,8,1,3,0,0,0,0,1,2,0,0,0
19.94736842,0,19,5,14,8,3,5,2,1,26,1,2,38,1,2,13,1,3,8,1,3,7,1,3,15,1,3,36,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.83333333,0,12,12,0,5,5,0,1,2,0,0,0,0,0,0,0,0,0,30,1,3,32,1,3,38,1,3,36,1,2,46,1,1
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
26.54,2,25,16,9,10,7,3,2,1,45,1,2,35,1,2,31,1,3,21,2,3,34.5,2,3,40,1,3,41,1,2,42,1,1
13,0,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,6,0,6,3,0,3,2,1,25,2,2,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.4,0,5,5,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,0,0,0,47,1,2,0,0,0
29.46875,1,16,10,6,6,4,2,2,1,48,1,2,0,0,0,24.5,2,3,0,0,0,31,1,3,45,1,3,37,1,2,0,0,0
29.14705882,1,17,9,8,7,4,3,2,1,0,0,0,24,1,2,36,1,3,0,0,0,20.5,2,3,50,1,3,43,1,2,42,1,1
4.15,2,10,0,10,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,3,0,0,0,17,2,2,0,0,0
34.88888889,0,18,15,3,7,6,1,1,2,40,1,2,34,1,2,15,1,3,38,1,3,38,1,3,43,1,3,39,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.73913043,2,23,14,9,9,6,3,2,1,0,0,0,31,1,2,35,1,3,24.5,2,3,33.5,2,3,44,1,3,46,1,2,50,1,1
20.33333333,3,24,12,12,9,5,4,2,1,0,0,0,0,0,0,30,2,3,18.5,2,3,30.5,2,3,40,1,3,48,1,2,35,1,1
48,0,2,2,0,1,1,0,1,4,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.25,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,33,1,3,0,0,0,47,1,3,0,0,0,45,1,2,0,0,0
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
42.41176471,0,17,17,0,7,7,0,1,3,48,1,2,0,0,0,40,1,3,36,1,3,41,1,3,46,1,3,44,1,2,48,1,1
35.6,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,32,1,3,0,0,0,0,0,0,41,1,2,0,0,0
42.71428571,0,14,14,0,5,5,0,1,3,0,0,0,0,0,0,43,1,3,42,1,3,40,1,3,45,1,3,44,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.47058824,0,17,17,0,7,7,0,1,3,0,0,0,41,1,2,46,1,3,41,1,3,33,1,3,43,1,3,42,1,2,50,1,1
30.625,0,16,10,6,6,4,2,2,2,0,0,0,37,1,2,33,1,3,19,1,3,24,1,3,32,1,3,46,1,2,0,0,0
33.58823529,0,17,14,3,7,6,1,1,2,0,0,0,41,1,2,31,1,3,30,1,3,19,1,3,39,1,3,41,1,2,50,1,1
37.90909091,0,11,8,3,4,3,1,1,2,0,0,0,0,0,0,28,1,3,0,0,0,40,1,3,39,1,3,48,1,2,0,0,0
42.5,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,38,1,3,0,0,0,42,1,3,0,0,0,50,1,2,0,0,0
47.375,0,8,8,0,4,4,0,1,4,44,1,2,0,0,0,0,0,0,0,0,0,47,1,3,0,0,0,50,1,2,50,1,1
37.28571429,0,14,14,0,5,5,0,1,2,0,0,0,0,0,0,39,1,3,37,1,3,30,1,3,42,1,3,39,1,2,0,0,0
36.63636364,0,11,9,2,5,4,1,1,2,0,0,0,29,1,2,0,0,0,30,1,3,0,0,0,37,1,3,47,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,3,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,3,0,0,0,0,0,0
34.41176471,0,17,14,3,7,6,1,1,2,0,0,0,38,1,2,28,1,3,30,1,3,30,1,3,37,1,3,42,1,2,50,1,1
33,0,3,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0
44.45454545,0,11,11,0,4,4,0,1,3,0,0,0,0,0,0,43,1,3,0,0,0,47,1,3,43,1,3,45,1,2,0,0,0
15.07692308,0,13,3,10,5,1,4,2,1,0,0,0,4,1,2,0,0,0,30,1,3,10,1,3,12,1,3,16,1,2,0,0,0
42.75,0,16,16,0,6,6,0,1,3,47,1,2,0,0,0,39,1,3,47,1,3,34,1,3,48,1,3,43,1,2,0,0,0
32,0,8,5,3,3,2,1,2,2,0,0,0,0,0,0,25,1,3,0,0,0,0,0,0,37,1,3,35,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,2,2,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,2,0,0,0
38.69230769,0,13,13,0,5,5,0,1,2,46,1,2,0,0,0,40,1,3,0,0,0,31,1,3,38,1,3,42,1,2,0,0,0
43.11764706,0,17,17,0,7,7,0,1,3,48,1,2,0,0,0,41,1,3,37,1,3,43,1,3,44,1,3,47,1,2,48,1,1
36.1,0,10,7,3,4,3,1,1,2,50,1,2,0,0,0,0,0,0,0,0,0,15,1,3,42,1,3,45,1,2,0,0,0
35.93333333,0,15,15,0,6,6,0,1,2,39,1,2,33,1,2,30,1,3,0,0,0,32,1,3,39,1,3,46,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.28571429,0,14,8,6,5,3,2,1,2,0,0,0,0,0,0,27,1,3,34,1,3,15,1,3,44,1,3,46,1,2,0,0,0
37.81818182,0,11,11,0,4,4,0,1,2,0,0,0,0,0,0,39,1,3,0,0,0,31,1,3,42,1,3,40,1,2,0,0,0
3.727272727,0,11,0,11,4,0,4,2,1,0,0,0,0,0,0,5,1,3,0,0,0,1,1,3,3,1,3,7,1,2,0,0,0
33.27272727,0,11,5,6,4,2,2,1,2,0,0,0,0,0,0,29,1,3,0,0,0,23,1,3,42,1,3,42,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,12,12,0,5,5,0,1,2,0,0,0,0,0,0,0,0,0,31,1,3,35,1,3,40,1,3,32,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.75,0,16,16,0,6,6,0,1,2,50,1,2,0,0,0,30,1,3,30,1,3,31,1,3,49,1,3,50,1,2,0,0,0
45.66666667,0,9,9,0,4,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,43,1,3,44,1,3,50,1,2,50,1,1
38.88235294,0,17,17,0,7,7,0,1,2,50,1,2,0,0,0,37,1,3,33,1,3,30,1,3,42,1,3,44,1,2,47,1,1
43.5625,0,16,16,0,6,6,0,1,3,48,1,2,0,0,0,45,1,3,38,1,3,41,1,3,47,1,3,44,1,2,0,0,0
22.38461538,0,13,3,10,5,1,4,2,1,9,1,2,0,0,0,25,1,3,0,0,0,12,1,3,44,1,3,15,1,2,0,0,0
38.2,0,10,7,3,4,3,1,1,2,39,1,2,0,0,0,26,1,3,0,0,0,0,0,0,42,1,3,50,1,2,0,0,0
42.4,0,10,10,0,4,4,0,1,3,44,1,2,39,1,2,0,0,0,0,0,0,44,1,3,42,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.66666667,0,9,9,0,4,4,0,1,4,48,1,2,40,1,2,0,0,0,0,0,0,0,0,0,47,1,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.25,0,8,8,0,3,3,0,1,2,0,0,0,40,1,2,0,0,0,0,0,0,31,1,3,39,1,3,0,0,0,0,0,0
36.8,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,38,1,2,0,0,0
40,0,18,18,0,7,7,0,1,3,50,1,2,33,1,2,39,1,3,37,1,3,34,1,3,46,1,3,43,1,2,0,0,0
32.33333333,0,12,9,3,5,4,1,1,2,40,1,2,39,1,2,0,0,0,0,0,0,18,1,3,32,1,3,40,1,2,0,0,0
43.125,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,37,1,3,0,0,0,0,0,0,48,1,3,45,1,2,0,0,0
45.625,0,8,8,0,3,3,0,1,4,0,0,0,0,0,0,44,1,3,0,0,0,0,0,0,47,1,3,46,1,2,0,0,0
31.75,0,8,5,3,3,2,1,2,2,31,1,2,0,0,0,0,0,0,0,0,0,26,1,3,38,1,3,0,0,0,0,0,0
31.09090909,0,11,8,3,4,3,1,2,2,0,0,0,0,0,0,38,1,3,0,0,0,20,1,3,30,1,3,39,1,2,0,0,0
39.42857143,0,7,7,0,3,3,0,1,2,0,0,0,36,1,2,0,0,0,0,0,0,0,0,0,42,1,3,39,1,2,0,0,0
45.4,0,5,5,0,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,3,40,1,2,0,0,0
41,0,6,6,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,3,41,1,2,50,1,1
25.25,0,4,1,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,0,0,0,0,0,0,50,1,1
41.75,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,44,1,3,46,1,3,32,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.42857143,0,7,7,0,3,3,0,1,3,0,0,0,39,1,2,0,0,0,0,0,0,0,0,0,46,1,3,44,1,2,0,0,0
43.625,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,43,1,3,42,1,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.625,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,40,1,3,45,1,3,47,1,2,0,0,0
22.5,0,6,3,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,31,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,3,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,38,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.9,0,10,10,0,4,4,0,1,3,42,1,2,0,0,0,0,0,0,0,0,0,40,1,3,43,1,3,43,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.85714286,0,14,11,3,5,4,1,1,2,0,0,0,0,0,0,42,1,3,22,1,3,30,1,3,46,1,3,41,1,2,0,0,0
42.875,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,41,1,3,0,0,0,40,1,3,0,0,0,50,1,2,0,0,0
42,0,10,10,0,4,4,0,1,3,0,0,0,39,1,2,0,0,0,0,0,0,44,1,3,40,1,3,45,1,2,0,0,0
44.5,0,12,12,0,5,5,0,1,3,42,1,2,39,1,2,0,0,0,0,0,0,44,1,3,50,1,3,45,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.21428571,0,14,14,0,6,6,0,1,2,0,0,0,32,1,2,38,1,3,30,1,3,0,0,0,37,1,3,46,1,2,50,1,1
29.28571429,0,14,8,6,6,4,2,2,1,0,0,0,35,1,2,0,0,0,15,1,3,12,1,3,41,1,3,43,1,2,50,1,1
32.4,0,10,7,3,4,3,1,1,2,0,0,0,36,1,2,19,1,3,0,0,0,0,0,0,37,1,3,42,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.21428571,0,14,11,3,5,4,1,1,2,0,0,0,0,0,0,36,1,3,30,1,3,27,1,3,36,1,3,39,1,2,0,0,0
27.6,0,5,3,2,2,1,1,2,1,24,1,2,0,0,0,0,0,0,0,0,0,30,1,3,0,0,0,0,0,0,0,0,0
30.71428571,0,7,4,3,3,2,1,2,2,49,1,2,0,0,0,0,0,0,0,0,0,11,1,3,0,0,0,42,1,2,0,0,0
26.58333333,0,12,3,9,5,2,3,2,1,0,0,0,0,0,0,22,1,3,0,0,0,9,1,3,28,1,3,46,1,2,50,1,1
20.9,0,10,4,6,4,2,2,2,1,0,0,0,0,0,0,15,1,3,0,0,0,7,1,3,31,1,3,0,0,0,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.28571429,0,14,11,3,6,5,1,1,2,0,0,0,35,1,2,36,1,3,0,0,0,22,1,3,40,1,3,33,1,2,50,1,1
31.5,0,14,8,6,6,4,2,2,2,0,0,0,35,1,2,0,0,0,16,1,3,20,1,3,43,1,3,42,1,2,50,1,1
38.38461538,0,13,13,0,5,5,0,1,2,50,1,2,0,0,0,32,1,3,0,0,0,30,1,3,41,1,3,45,1,2,0,0,0
26.54545455,0,11,5,6,4,2,2,2,1,0,0,0,0,0,0,30,1,3,0,0,0,9,1,3,29,1,3,44,1,2,0,0,0
0,0,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.42857143,0,7,5,2,3,2,1,1,2,0,0,0,23,1,2,0,0,0,0,0,0,0,0,0,40,1,3,41,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.11111111,0,9,7,2,4,3,1,1,2,35,1,2,26,1,2,0,0,0,0,0,0,0,0,0,45,1,3,43,1,2,0,0,0
36.42857143,0,14,14,0,5,5,0,1,2,0,0,0,0,0,0,33,1,3,38,1,3,34,1,3,37,1,3,42,1,2,0,0,0
30.625,0,8,5,3,3,2,1,2,2,0,0,0,0,0,0,0,0,0,21,1,3,0,0,0,34,1,3,40,1,2,0,0,0
34.53846154,0,13,10,3,5,4,1,1,2,50,1,2,0,0,0,33,1,3,0,0,0,15,1,3,39,1,3,44,1,2,0,0,0
30.5,0,10,7,3,4,3,1,2,2,34,1,2,0,0,0,13,1,3,0,0,0,0,0,0,38,1,3,42,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,6,6,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,3,30,1,2,45,1,1
34.9,0,10,7,3,4,3,1,1,2,45,1,2,0,0,0,22,1,3,0,0,0,0,0,0,31,1,3,50,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,0,6,6,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,39,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.61538462,0,13,10,3,5,4,1,1,2,50,1,2,0,0,0,0,0,0,31,1,3,21,1,3,37,1,3,48,1,2,0,0,0
34.05882353,0,17,14,3,7,6,1,1,2,0,0,0,34,1,2,33,1,3,35,1,3,21,1,3,40,1,3,37,1,2,50,1,1
